MMFE8 VMM CH  Gain      Pedestal  (TDO = time*G + P)
106   6   51  1.60e+00  2.00e+01  
106   6   52  1.76e+00  1.80e+01  
106   6   53  1.91e+00  2.22e+01  
106   6   54  1.56e+00  1.65e+01  
106   6   55  1.59e+00  1.71e+01  
106   6   56  1.79e+00  1.37e+01  
106   6   57  1.65e+00  1.34e+01  
106   6   58  1.84e+00  1.70e+01  
106   6   59  1.67e+00  1.92e+01  
106   6   60  1.65e+00  2.14e+01  
106   6   61  1.67e+00  1.82e+01  
106   6   62  1.60e+00  1.70e+01  
106   6   63  1.57e+00  2.04e+01  
106   6   64  1.59e+00  1.41e+01  
106   7   1   1.79e+00  1.06e+01  
106   7   3   1.64e+00  1.76e+01  
106   7   4   1.61e+00  8.91e+00  
106   7   5   1.52e+00  8.99e+00  
106   7   6   1.50e+00  1.23e+01  
106   7   7   1.65e+00  8.35e+00  
106   7   8   1.62e+00  1.18e+01  
106   7   9   1.96e+00  7.54e+00  
106   7   10  1.57e+00  9.36e+00  
106   7   11  1.48e+00  5.48e+00  
106   7   12  8.66e-01  1.72e+01  
106   7   13  1.85e+00  8.88e+00  
106   7   14  1.47e+00  1.37e+01  
106   7   15  1.26e+00  1.02e+01  
106   7   16  1.30e+00  1.27e+01  
106   7   18  1.39e+00  6.57e+00  
106   7   20  1.47e+00  8.63e+00  
106   7   21  1.20e+00  4.98e+00  
106   7   22  1.27e+00  4.14e+00  
106   7   23  1.23e+00  1.61e+00  
106   7   24  1.41e+00  2.40e+00  
106   7   25  1.30e+00  4.77e+00  
106   7   26  1.37e+00  6.85e+00  
106   7   27  1.48e+00  -1.51e+00 
106   7   28  1.16e+00  1.56e+00  
106   7   29  1.33e+00  4.40e+00  
106   7   30  1.28e+00  4.00e+00  
106   7   31  1.17e+00  8.43e+00  
106   7   32  1.08e+00  2.53e+00  
106   7   34  1.21e+00  1.85e+00  
106   7   35  1.06e+00  4.72e+00  
106   7   36  1.14e+00  4.73e+00  
106   7   37  1.36e+00  2.01e+00  
106   7   38  1.31e+00  6.00e-01  
106   7   39  1.47e+00  4.57e+00  
106   7   40  1.34e+00  -7.55e-01 
106   7   41  1.21e+00  7.82e+00  
106   7   42  1.49e+00  -1.64e+00 
106   7   43  1.16e+00  4.50e+00  
106   7   44  1.25e+00  2.31e+00  
106   7   45  1.26e+00  5.25e+00  
106   7   46  1.11e+00  5.18e+00  
106   7   47  1.29e+00  3.85e+00  
106   7   48  1.36e+00  2.05e+00  
106   7   49  1.16e+00  3.44e+00  
106   7   50  1.38e+00  -2.20e-01 
106   7   51  1.16e+00  4.54e+00  
106   7   52  1.24e+00  4.75e-01  
106   7   53  1.35e+00  2.16e+00  
106   7   54  1.45e+00  5.84e+00  
106   7   55  1.37e+00  3.87e+00  
106   7   56  1.24e+00  4.51e+00  
106   7   57  1.46e+00  5.73e+00  
106   7   58  1.13e+00  1.85e+00  
106   7   59  1.25e+00  1.35e+00  
106   7   60  1.23e+00  2.58e+00  
106   7   61  1.84e+00  9.66e-01  
106   7   62  1.28e+00  3.03e+00  
107   0   5   1.56e+00  1.24e+01  
107   0   6   1.26e+00  1.93e+01  
107   0   7   1.52e+00  1.60e+01  
107   0   8   1.17e+00  1.24e+01  
107   0   9   1.41e+00  2.14e+01  
107   0   12  1.28e+00  1.60e+01  
107   0   13  1.44e+00  1.40e+01  
107   0   14  1.46e+00  1.37e+01  
107   0   15  1.36e+00  1.90e+01  
107   0   16  1.43e+00  1.91e+01  
107   0   17  1.54e+00  7.81e+00  
107   0   18  1.30e+00  1.37e+01  
107   0   19  1.34e+00  1.22e+01  
107   0   20  1.22e+00  1.08e+01  
107   0   22  1.40e+00  1.16e+01  
107   0   26  1.21e+00  1.49e+01  
107   0   27  1.09e+00  1.33e+01  
107   0   29  1.15e+00  1.36e+01  
107   0   30  1.41e+00  7.42e+00  
107   0   32  1.34e+00  9.19e+00  
107   0   34  1.30e+00  7.78e+00  
107   0   36  1.33e+00  7.33e+00  
107   0   37  1.18e+00  1.32e+01  
107   0   38  1.35e+00  1.21e+01  
107   0   39  1.24e+00  1.45e+01  
107   0   40  1.58e+00  1.23e+01  
107   0   41  8.54e-01  1.33e+01  
107   0   42  1.09e+00  1.44e+01  
107   0   43  1.46e+00  1.18e+01  
107   0   44  1.30e+00  1.58e+01  
107   0   45  1.53e+00  6.90e+00  
107   0   46  1.30e+00  8.70e+00  
107   0   47  1.25e+00  1.33e+01  
107   0   49  1.23e+00  1.06e+01  
107   0   50  1.37e+00  8.93e+00  
107   0   52  1.56e+00  1.25e+01  
107   0   54  1.30e+00  3.67e+01  
107   0   55  1.54e+00  8.75e+00  
107   0   57  1.54e+00  1.07e+01  
107   0   58  1.65e+00  1.14e+01  
107   0   59  1.53e+00  1.38e+01  
107   0   60  1.55e+00  1.37e+01  
107   0   61  1.33e+00  1.14e+01  
107   0   64  1.60e-01  3.80e+01  
107   1   1   1.42e+00  1.22e+01  
107   1   2   1.55e+00  1.16e+01  
107   1   3   1.19e+00  1.71e+01  
107   1   4   1.46e+00  1.48e+01  
107   1   5   1.20e+00  9.94e+00  
107   1   8   1.33e+00  1.34e+01  
107   1   9   1.41e+00  9.34e+00  
107   1   10  1.28e+00  1.01e+01  
107   1   11  1.46e+00  1.17e+01  
107   1   13  1.37e+00  6.88e+00  
107   1   16  1.23e+00  8.61e+00  
107   1   18  1.52e+00  1.10e+01  
107   1   19  1.19e+00  1.22e+01  
107   1   20  1.20e+00  8.97e+00  
107   1   21  1.30e+00  4.80e+00  
107   1   22  1.46e+00  5.72e+00  
107   1   23  1.43e+00  5.12e+00  
107   1   24  1.04e+00  7.05e+00  
107   1   25  1.22e+00  8.81e+00  
107   1   26  1.16e+00  1.65e+01  
107   1   29  1.46e+00  1.38e+01  
107   1   31  1.15e+00  6.66e+00  
107   1   32  7.05e-01  1.62e+01  
107   1   33  1.08e+00  1.05e+01  
107   1   35  1.05e+00  1.09e+01  
107   1   36  1.13e+00  1.79e+01  
107   1   37  1.16e+00  7.54e+00  
107   1   38  1.38e+00  1.47e+01  
107   1   39  1.21e+00  4.86e+00  
107   1   40  9.23e-01  2.05e+01  
107   1   41  1.27e+00  9.10e+00  
107   1   42  3.20e-01  2.50e+01  
107   1   43  1.04e+00  1.10e+01  
107   1   44  1.22e+00  8.70e+00  
107   1   45  1.04e+00  1.10e+01  
107   1   46  1.31e+00  1.57e+01  
107   1   48  1.19e+00  1.21e+01  
107   1   49  1.26e+00  9.26e+00  
107   1   50  1.25e+00  8.37e+00  
107   1   52  1.13e+00  1.78e+01  
107   1   53  1.44e+00  8.99e+00  
107   1   54  1.33e+00  1.04e+01  
107   1   55  1.30e+00  2.73e+00  
107   1   56  1.45e+00  2.85e+00  
107   1   57  1.23e+00  1.96e+01  
107   1   58  1.26e+00  1.22e+01  
107   1   59  1.21e+00  1.18e+01  
107   1   60  1.20e+00  8.94e+00  
107   1   61  1.35e+00  1.61e+01  
107   1   63  1.51e+00  1.01e+01  
107   1   64  1.38e+00  1.48e+01  
107   2   2   1.76e+00  1.70e+01  
107   2   3   2.02e+00  2.78e+01  
107   2   6   1.80e+00  2.05e+01  
107   2   7   2.07e+00  2.61e+01  
107   2   8   2.16e+00  2.00e+01  
107   2   9   2.05e+00  2.14e+01  
107   2   10  1.74e+00  1.92e+01  
107   2   12  1.60e+00  3.10e+01  
107   2   13  1.84e+00  1.70e+01  
107   2   14  1.88e+00  2.05e+01  
107   2   15  1.97e+00  2.24e+01  
107   2   18  1.96e+00  1.55e+01  
107   2   19  1.29e+00  2.09e+01  
107   2   21  1.74e+00  2.33e+01  
107   2   22  1.96e+00  2.65e+01  
107   2   23  1.79e+00  1.76e+01  
107   2   24  1.98e+00  2.33e+01  
107   2   25  1.89e+00  1.64e+01  
107   2   26  1.99e+00  2.11e+01  
107   2   27  2.02e+00  2.27e+01  
107   2   28  1.75e+00  2.32e+01  
107   2   29  1.93e+00  1.69e+01  
107   2   30  1.79e+00  2.26e+01  
107   2   31  2.22e+00  1.92e+01  
107   2   33  1.94e+00  1.77e+01  
107   2   34  1.99e+00  2.31e+01  
107   2   35  2.00e+00  1.60e+01  
107   2   36  1.80e+00  2.15e+01  
107   2   37  1.76e+00  2.30e+01  
107   2   38  1.82e+00  1.72e+01  
107   2   39  1.83e+00  2.01e+01  
107   2   40  1.83e+00  2.42e+01  
107   2   41  1.86e+00  2.47e+01  
107   2   42  1.73e+00  2.24e+01  
107   2   43  1.75e+00  1.81e+01  
107   2   44  1.72e+00  1.85e+01  
107   2   45  1.91e+00  2.21e+01  
107   2   46  1.90e+00  2.43e+01  
107   2   48  2.02e+00  2.28e+01  
107   2   49  1.76e+00  2.60e+01  
107   2   50  1.82e+00  2.53e+01  
107   2   51  1.87e+00  2.17e+01  
107   2   52  1.85e+00  1.78e+01  
107   2   53  2.02e+00  1.78e+01  
107   2   54  2.01e+00  2.38e+01  
107   2   55  2.05e+00  2.14e+01  
107   2   56  2.07e+00  2.21e+01  
107   2   57  2.13e+00  2.14e+01  
107   2   58  1.80e+00  2.55e+01  
107   2   59  1.90e+00  2.43e+01  
107   2   60  2.30e+00  2.43e+01  
107   2   62  1.86e+00  2.08e+01  
107   2   63  1.81e+00  2.64e+01  
107   2   64  1.93e+00  2.59e+01  
107   3   4   1.58e+00  1.22e+01  
107   3   5   1.46e+00  9.78e+00  
107   3   6   1.61e+00  1.19e+01  
107   3   7   1.60e+00  1.20e+01  
107   3   8   1.25e+00  1.34e+01  
107   3   9   1.43e+00  8.14e+00  
107   3   10  1.12e+00  8.99e+00  
107   3   11  1.46e+00  1.18e+01  
107   3   12  1.43e+00  1.11e+01  
107   3   13  1.65e+00  1.44e+01  
107   3   15  1.37e+00  1.09e+01  
107   3   16  1.27e+00  1.61e+01  
107   3   17  1.20e+00  1.70e+01  
107   3   19  1.38e+00  1.58e+01  
107   3   21  1.50e+00  6.30e+00  
107   3   22  1.14e+00  1.57e+01  
107   3   24  5.54e-01  1.91e+01  
107   3   25  1.57e+00  1.54e+01  
107   3   27  1.43e+00  6.12e+00  
107   3   28  1.36e+00  1.51e+01  
107   3   31  1.45e+00  5.90e+00  
107   3   32  1.56e+00  8.53e+00  
107   3   35  1.48e+00  9.48e+00  
107   3   36  1.32e+00  1.25e+01  
107   3   37  1.15e+00  1.36e+01  
107   3   38  1.49e+00  6.33e+00  
107   3   39  1.35e+00  7.07e+00  
107   3   40  1.19e+00  1.51e+01  
107   3   41  1.43e+00  9.07e+00  
107   3   42  1.55e+00  1.27e+01  
107   3   43  1.23e+00  7.61e+00  
107   3   45  1.39e+00  3.63e+00  
107   3   46  1.33e+00  1.24e+01  
107   3   47  1.39e+00  1.46e+01  
107   3   48  1.49e+00  -1.06e+01 
107   3   49  1.34e+00  8.25e+00  
107   3   50  1.35e+00  1.32e+01  
107   3   51  1.47e+00  5.65e+00  
107   3   52  1.25e+00  8.31e+00  
107   3   53  1.49e+00  8.42e+00  
107   3   56  1.52e+00  7.97e+00  
107   3   57  1.52e+00  1.40e+01  
107   3   58  1.38e+00  8.80e+00  
107   3   59  1.56e+00  1.25e+01  
107   3   60  1.56e+00  1.15e+01  
107   3   61  1.67e+00  1.41e+01  
107   3   62  1.65e+00  9.36e+00  
107   3   64  1.57e+00  1.04e+01  
107   4   1   1.61e+00  1.99e+01  
107   4   2   1.65e+00  1.94e+01  
107   4   4   1.52e+00  1.60e+01  
107   4   5   1.37e+00  1.18e+01  
107   4   7   1.56e+00  1.35e+01  
107   4   9   1.61e+00  9.82e+00  
107   4   12  1.44e+00  1.40e+01  
107   4   14  1.93e+00  1.59e+01  
107   4   15  1.45e+00  1.69e+01  
107   4   17  1.15e+00  1.46e+01  
107   4   18  1.26e+00  1.63e+01  
107   4   19  1.56e+00  1.05e+01  
107   4   20  1.55e+00  1.27e+01  
107   4   22  1.02e+00  2.42e+01  
107   4   24  1.53e+00  1.49e+01  
107   4   25  1.18e+00  1.73e+01  
107   4   27  1.56e+00  8.55e+00  
107   4   28  1.56e+00  2.15e+01  
107   4   30  1.39e+00  1.06e+01  
107   4   31  1.37e+00  1.09e+01  
107   4   32  1.29e+00  1.98e+01  
107   4   33  1.64e+00  1.65e+01  
107   4   37  1.47e+00  1.36e+01  
107   4   38  1.10e+00  1.82e+01  
107   4   39  1.40e+00  1.56e+01  
107   4   40  1.52e+00  1.30e+01  
107   4   41  1.28e+00  1.40e+01  
107   4   42  1.46e+00  1.27e+01  
107   4   43  1.37e+00  1.48e+01  
107   4   45  1.61e+00  1.28e+01  
107   4   48  1.78e+00  1.37e+01  
107   4   53  1.50e+00  1.52e+01  
107   4   55  1.39e+00  1.56e+01  
107   4   58  1.47e+00  1.47e+01  
107   4   60  1.47e+00  1.06e+01  
107   4   61  1.55e+00  1.26e+01  
107   4   63  1.59e+00  1.71e+01  
107   5   2   1.62e+00  3.58e+01  
107   5   4   1.62e+00  2.78e+01  
107   5   6   1.56e+00  2.85e+01  
107   5   7   1.62e+00  2.67e+01  
107   5   9   1.74e+00  2.62e+01  
107   5   10  1.72e+00  3.45e+01  
107   5   11  1.60e+00  2.90e+01  
107   5   12  1.60e+00  2.81e+01  
107   5   13  1.47e+00  2.76e+01  
107   5   14  1.41e+00  2.44e+01  
107   5   15  1.43e+00  2.51e+01  
107   5   17  1.55e+00  2.86e+01  
107   5   18  1.37e+00  3.09e+01  
107   5   20  1.42e+00  2.23e+01  
107   5   24  1.45e+00  2.38e+01  
107   5   25  1.62e+00  3.74e+00  
107   5   27  1.36e+00  2.60e+01  
107   5   30  1.29e+00  2.59e+01  
107   5   32  1.38e+00  2.68e+01  
107   5   33  1.42e+00  3.32e+01  
107   5   35  1.76e+00  3.00e+01  
107   5   36  1.71e+00  2.67e+01  
107   5   37  1.49e+00  2.94e+01  
107   5   39  1.24e+00  2.05e+01  
107   5   42  1.44e+00  2.80e+01  
107   5   43  1.57e+00  2.14e+01  
107   5   44  1.60e+00  2.80e+01  
107   5   45  1.38e+00  3.08e+01  
107   5   46  1.38e+00  2.08e+01  
107   5   47  1.44e+00  2.30e+01  
107   5   48  1.54e+00  1.77e+01  
107   5   50  1.74e+00  1.82e+01  
107   5   55  1.50e+00  1.32e+01  
107   5   56  1.55e+00  1.26e+01  
107   5   58  1.53e+00  1.88e+01  
107   5   61  1.70e+00  1.48e+01  
107   5   64  1.45e+00  2.19e+01  
107   6   2   1.47e+00  1.37e+01  
107   6   3   1.60e+00  1.20e+01  
107   6   6   1.66e+00  1.52e+01  
107   6   7   1.12e+00  1.40e+01  
107   6   8   1.46e+00  9.80e+00  
107   6   9   1.41e+00  1.44e+01  
107   6   11  1.78e+00  1.17e+01  
107   6   12  1.45e+00  1.39e+01  
107   6   13  1.54e+00  1.48e+01  
107   6   14  1.59e+00  1.21e+01  
107   6   15  1.62e+00  1.87e+01  
107   6   16  1.42e+00  1.42e+01  
107   6   17  1.49e+00  1.13e+01  
107   6   19  1.47e+00  3.06e+01  
107   6   20  1.38e+00  2.87e+01  
107   6   21  1.46e+00  2.47e+01  
107   6   22  1.17e+00  2.24e+01  
107   6   23  1.04e+00  1.80e+01  
107   6   25  1.48e+00  3.44e+01  
107   6   26  1.32e+00  2.35e+01  
107   6   29  1.30e+00  2.47e+01  
107   6   31  1.31e+00  2.86e+01  
107   6   32  1.28e+00  1.89e+01  
107   6   33  1.40e+00  1.95e+01  
107   6   34  1.25e+00  1.34e+01  
107   6   36  1.45e+00  1.19e+01  
107   6   39  1.38e+00  1.47e+01  
107   6   41  1.35e+00  1.72e+01  
107   6   42  1.51e+00  8.09e+00  
107   6   43  1.35e+00  9.12e+00  
107   6   44  1.48e+00  1.34e+01  
107   6   45  1.30e+00  1.07e+01  
107   6   46  1.30e+00  1.17e+01  
107   6   47  1.42e+00  1.03e+01  
107   6   49  1.48e+00  7.51e+00  
107   6   52  1.46e+00  1.57e+01  
107   6   53  1.44e+00  7.00e+00  
107   6   54  1.35e+00  6.18e+00  
107   6   55  1.67e+00  1.11e+01  
107   6   56  1.67e+00  8.15e+00  
107   6   57  1.47e+00  1.07e+01  
107   6   59  1.69e+00  1.09e+01  
107   6   61  1.43e+00  1.52e+01  
107   6   62  1.61e+00  1.59e+01  
107   6   64  1.57e+00  1.33e+01  
107   7   1   1.41e+00  1.54e+01  
107   7   2   1.42e+00  1.72e+01  
107   7   3   1.42e+00  1.33e+01  
107   7   5   1.32e+00  1.26e+01  
107   7   7   1.23e+00  1.76e+01  
107   7   8   1.47e+00  1.16e+01  
107   7   9   1.28e+00  1.20e+01  
107   7   10  1.55e+00  1.26e+01  
107   7   11  1.16e+00  1.65e+01  
107   7   12  1.24e+00  2.05e+01  
107   7   15  1.34e+00  8.23e+00  
107   7   18  1.20e+00  1.30e+01  
107   7   19  8.05e-01  1.89e+01  
107   7   20  1.17e+00  1.04e+01  
107   7   22  1.41e+00  1.44e+01  
107   7   23  1.17e+00  1.33e+01  
107   7   24  2.62e+00  5.27e+00  
107   7   25  9.82e-01  1.27e+01  
107   7   27  1.20e+00  1.09e+01  
107   7   30  1.18e+00  1.72e+01  
107   7   32  1.20e+00  9.04e+00  
107   7   33  1.20e+00  1.20e+01  
107   7   34  1.07e+00  1.17e+01  
107   7   36  1.31e+00  7.57e+00  
107   7   37  1.12e+00  1.21e+01  
107   7   40  1.21e+00  8.93e+00  
107   7   42  1.18e+00  1.03e+01  
107   7   43  9.93e-01  1.46e+01  
107   7   45  1.37e+00  1.29e+01  
107   7   47  1.28e+00  9.04e+00  
107   7   50  1.12e+00  1.00e+01  
107   7   52  1.26e+00  9.20e+00  
107   7   53  1.31e+00  1.16e+01  
107   7   54  1.32e+00  1.24e+01  
107   7   55  1.50e+00  1.32e+01  
107   7   57  1.08e+00  1.14e+01  
107   7   58  1.43e+00  1.11e+01  
107   7   60  1.51e+00  1.31e+01  
107   7   61  1.23e+00  9.59e+00  
107   7   62  1.47e+00  1.66e+01  
107   7   63  1.48e+00  1.25e+01  
107   7   64  1.33e+00  1.24e+01  
111   0   2   1.52e+00  2.00e+01  
111   0   3   1.51e+00  2.01e+01  
111   0   5   1.62e+00  1.97e+01  
111   0   6   1.53e+00  1.89e+01  
111   0   7   1.61e+00  1.98e+01  
111   0   8   1.66e+00  1.32e+01  
111   0   9   1.57e+00  1.73e+01  
111   0   10  1.61e+00  1.38e+01  
111   0   12  1.54e+00  2.07e+01  
111   0   13  1.36e+00  2.30e+01  
111   0   15  1.47e+00  1.36e+01  
111   0   16  1.51e+00  2.11e+01  
111   0   17  1.59e+00  2.01e+01  
111   0   18  1.37e+00  2.39e+01  
111   0   19  1.82e+00  1.82e+01  
111   0   20  1.40e+00  1.75e+01  
111   0   21  1.34e+00  1.52e+01  
111   0   22  1.37e+00  1.49e+01  
111   0   23  1.56e+00  1.65e+01  
111   0   25  1.25e+00  2.04e+01  
111   0   26  1.23e+00  2.47e+01  
111   0   27  1.06e+00  2.48e+01  
111   0   28  1.67e+00  2.21e+01  
111   0   29  1.44e+00  1.69e+01  
111   0   30  1.68e+00  1.70e+01  
111   0   32  1.43e+00  1.91e+01  
111   0   33  1.32e+00  1.65e+01  
111   0   35  1.54e+00  1.47e+01  
111   0   36  1.49e+00  1.63e+01  
111   0   38  1.53e+00  2.09e+01  
111   0   39  1.46e+00  1.47e+01  
111   0   40  1.70e+00  1.47e+01  
111   0   43  1.60e+00  1.99e+01  
111   0   46  1.43e+00  1.71e+01  
111   0   47  1.35e+00  2.01e+01  
111   0   48  1.60e+00  2.00e+01  
111   0   49  1.53e+00  1.68e+01  
111   0   52  1.47e+00  1.67e+01  
111   0   53  1.44e+00  2.20e+01  
111   0   54  1.43e+00  1.42e+01  
111   0   55  1.54e+00  2.08e+01  
111   0   56  1.63e+00  1.66e+01  
111   0   57  1.34e+00  1.73e+01  
111   0   58  1.59e+00  2.01e+01  
111   0   59  1.61e+00  1.88e+01  
111   0   60  1.50e+00  1.93e+01  
111   0   61  1.36e+00  1.90e+01  
111   0   62  1.27e+00  1.61e+01  
111   1   1   1.51e+00  2.81e+01  
111   1   2   1.46e+00  2.98e+01  
111   1   4   1.59e+00  2.01e+01  
111   1   5   1.22e+00  1.67e+01  
111   1   7   1.66e+00  2.32e+01  
111   1   8   1.35e+00  1.52e+01  
111   1   11  1.51e+00  1.71e+01  
111   1   12  1.29e+00  2.19e+01  
111   1   14  1.57e+00  1.14e+01  
111   1   15  1.02e+00  2.13e+01  
111   1   17  1.27e+00  3.21e+01  
111   1   18  1.35e+00  3.11e+01  
111   1   19  1.68e+00  3.20e+01  
111   1   21  1.57e+00  2.84e+01  
111   1   22  1.26e+00  3.22e+01  
111   1   24  1.54e+00  2.38e+01  
111   1   25  1.21e+00  2.89e+01  
111   1   27  1.45e+00  2.19e+01  
111   1   28  1.55e+00  2.46e+01  
111   1   31  1.44e+00  2.99e+01  
111   1   33  1.25e+00  3.03e+01  
111   1   34  1.27e+00  2.72e+01  
111   1   35  1.34e+00  2.22e+01  
111   1   37  1.50e+00  2.43e+01  
111   1   41  1.28e+00  1.59e+01  
111   1   44  1.37e+00  1.29e+01  
111   1   45  1.24e+00  9.54e+00  
111   1   46  1.24e+00  9.55e+00  
111   1   47  1.47e+00  1.47e+01  
111   1   48  1.48e+00  1.75e+01  
111   1   51  1.24e+00  9.56e+00  
111   1   53  1.30e+00  1.07e+01  
111   1   54  1.49e+00  1.53e+01  
111   1   55  1.37e+00  3.48e+01  
111   1   56  1.54e+00  9.81e+00  
111   1   57  1.27e+00  1.11e+01  
111   1   58  1.41e+00  1.34e+01  
111   1   59  1.41e+00  1.73e+01  
111   1   62  1.24e+00  1.35e+01  
111   1   63  1.48e+00  1.44e+01  
111   1   64  1.63e+00  1.27e+01  
111   2   1   1.50e+00  2.72e+01  
111   2   2   1.55e+00  2.76e+01  
111   2   3   1.45e+00  3.39e+01  
111   2   4   1.75e+00  2.61e+01  
111   2   7   1.48e+00  2.94e+01  
111   2   8   1.49e+00  2.64e+01  
111   2   9   1.48e+00  2.06e+01  
111   2   10  1.43e+00  1.82e+01  
111   2   11  1.55e+00  1.46e+01  
111   2   13  1.45e+00  2.19e+01  
111   2   14  1.20e+00  2.40e+01  
111   2   15  1.49e+00  2.24e+01  
111   2   16  1.41e+00  2.64e+01  
111   2   17  1.56e+00  3.35e+01  
111   2   18  1.43e+00  2.41e+01  
111   2   19  1.41e+00  3.14e+01  
111   2   20  1.56e+00  2.85e+01  
111   2   21  1.49e+00  4.34e+00  
111   2   23  1.38e+00  2.27e+01  
111   2   24  1.55e+00  2.06e+01  
111   2   26  1.80e+00  2.56e+01  
111   2   27  1.37e+00  2.59e+01  
111   2   28  1.49e+00  2.53e+01  
111   2   29  1.49e+00  2.84e+01  
111   2   30  1.35e+00  2.71e+01  
111   2   34  1.50e+00  2.62e+01  
111   2   38  1.32e+00  2.45e+01  
111   2   39  1.40e+00  2.65e+01  
111   2   40  1.42e+00  1.42e+01  
111   2   41  1.60e+00  1.70e+01  
111   2   43  1.53e+00  1.08e+01  
111   2   44  1.46e+00  1.38e+01  
111   2   45  1.64e+00  1.15e+01  
111   2   46  1.51e+00  1.41e+01  
111   2   47  1.32e+00  1.35e+01  
111   2   48  1.46e+00  1.37e+01  
111   2   50  1.39e+00  1.26e+01  
111   2   51  1.44e+00  1.40e+01  
111   2   54  1.62e+00  1.17e+01  
111   2   55  1.52e+00  1.70e+01  
111   2   56  1.41e+00  8.35e+00  
111   2   57  1.41e+00  1.44e+01  
111   2   61  1.49e+00  1.73e+01  
111   3   1   1.41e+00  1.13e+01  
111   3   4   1.46e+00  1.77e+01  
111   3   6   1.28e+00  1.30e+01  
111   3   7   1.34e+00  9.31e+00  
111   3   10  1.29e+00  1.39e+01  
111   3   11  1.37e+00  6.85e+00  
111   3   12  1.22e+00  1.08e+01  
111   3   13  9.22e-01  1.25e+01  
111   3   14  1.42e+00  1.13e+01  
111   3   16  1.45e+00  8.84e+00  
111   3   17  1.33e+00  1.54e+01  
111   3   20  1.58e+00  1.42e+01  
111   3   22  1.22e+00  1.67e+01  
111   3   23  1.55e+00  1.76e+01  
111   3   24  5.17e-01  2.55e+01  
111   3   25  1.02e+00  1.92e+01  
111   3   26  1.25e+00  1.24e+01  
111   3   27  9.95e-01  2.26e+01  
111   3   28  1.41e+00  2.24e+01  
111   3   31  1.13e+00  9.92e+00  
111   3   32  1.18e+00  9.25e+00  
111   3   40  1.19e+00  1.61e+01  
111   3   41  1.09e+00  1.44e+01  
111   3   43  1.38e+00  6.70e+00  
111   3   44  1.07e+00  1.06e+01  
111   3   46  1.15e+00  7.58e+00  
111   3   47  1.03e+00  9.07e+00  
111   3   50  1.14e+00  1.78e+01  
111   3   51  1.47e+00  6.65e+00  
111   3   52  1.33e+00  7.33e+00  
111   3   53  1.34e+00  1.12e+01  
111   3   54  1.29e+00  1.58e+01  
111   3   56  1.33e+00  1.13e+01  
111   3   57  1.18e+00  1.43e+01  
111   3   59  1.38e+00  1.48e+01  
111   3   60  1.48e+00  1.05e+01  
111   3   61  1.35e+00  1.61e+01  
111   3   64  1.39e+00  1.07e+01  
111   4   3   1.53e+00  1.29e+01  
111   4   7   1.32e+00  9.55e+00  
111   4   10  1.34e+00  1.32e+01  
111   4   13  1.22e+00  6.72e+00  
111   4   15  1.29e+00  5.84e+00  
111   4   16  1.36e+00  1.50e+01  
111   4   17  1.31e+00  2.46e+01  
111   4   18  1.27e+00  2.42e+01  
111   4   19  1.00e+00  2.24e+01  
111   4   20  1.02e+00  2.02e+01  
111   4   23  1.12e+00  2.09e+01  
111   4   27  1.19e+00  1.42e+01  
111   4   28  9.74e-01  2.58e+01  
111   4   30  1.15e+00  2.26e+01  
111   4   33  1.10e+00  1.82e+01  
111   4   34  1.12e+00  2.60e+01  
111   4   35  9.67e-01  2.49e+01  
111   4   36  1.18e+00  2.13e+01  
111   4   37  1.01e+00  2.74e+01  
111   4   38  1.00e+00  2.55e+01  
111   4   40  9.24e-01  1.94e+01  
111   4   42  1.11e+00  5.07e+00  
111   4   43  1.32e+00  8.47e+00  
111   4   45  1.30e+00  8.78e+00  
111   4   46  1.10e+00  6.19e+00  
111   4   50  8.79e-01  8.01e+00  
111   4   52  9.84e-01  3.70e+00  
111   4   53  9.98e-01  9.53e+00  
111   4   55  9.66e-01  1.19e+01  
111   4   56  1.03e+00  4.06e+00  
111   4   57  1.11e+00  3.10e+00  
111   5   1   1.35e+00  2.71e+01  
111   5   2   1.62e+00  2.67e+01  
111   5   3   1.39e+00  1.46e+01  
111   5   5   1.16e+00  2.15e+01  
111   5   6   1.59e+00  2.21e+01  
111   5   11  1.52e+00  2.69e+01  
111   5   12  1.53e+00  2.28e+01  
111   5   15  1.46e+00  2.48e+01  
111   5   16  1.38e+00  1.88e+01  
111   5   18  1.33e+00  2.54e+01  
111   5   19  1.45e+00  2.78e+01  
111   5   20  1.26e+00  2.83e+01  
111   5   21  1.39e+00  1.86e+01  
111   5   23  1.38e+00  2.07e+01  
111   5   32  1.39e+00  2.06e+01  
111   5   33  1.41e+00  2.43e+01  
111   5   36  1.15e+00  2.56e+01  
111   5   39  1.27e+00  2.51e+01  
111   5   40  1.13e+00  2.59e+01  
111   5   41  1.25e+00  2.54e+01  
111   5   42  1.41e+00  2.04e+01  
111   5   43  1.40e+00  2.85e+01  
111   5   48  2.29e+00  1.94e+01  
111   5   51  1.57e+00  1.93e+01  
111   5   52  1.33e+00  2.33e+01  
111   5   53  1.07e+00  1.86e+01  
111   5   56  1.35e+00  2.31e+01  
111   5   58  1.36e+00  2.30e+01  
111   5   60  1.07e+00  2.76e+01  
111   5   61  1.19e+00  2.51e+01  
111   5   63  1.24e+00  1.95e+01  
111   6   5   1.65e+00  1.84e+01  
111   6   6   1.62e+00  1.97e+01  
