MMFE8 VMM CH  Gain      Pedestal  (TDO = time*G + P)
119   5   55  1.43e+00  6.07e+00  
119   5   56  1.05e+00  1.09e+01  
119   5   57  9.88e-01  1.16e+01  
119   5   58  1.06e+00  1.08e+01  
119   5   59  9.91e-01  1.16e+01  
119   5   60  1.20e+00  5.99e+00  
119   5   61  1.31e+00  4.65e+00  
119   5   62  1.35e+00  1.11e+01  
119   5   63  1.25e+00  5.38e+00  
119   5   64  1.43e+00  7.13e+00  
119   6   1   1.43e+00  1.41e+01  
119   6   2   1.51e+00  1.62e+01  
119   6   3   1.47e+00  1.46e+01  
119   6   4   1.53e+00  1.59e+01  
119   6   5   1.31e+00  2.36e+01  
119   6   6   1.53e+00  1.58e+01  
119   6   7   1.29e+00  1.08e+01  
119   6   8   1.55e+00  1.26e+01  
119   6   9   1.64e+00  1.45e+01  
119   6   10  1.32e+00  1.65e+01  
119   6   11  1.51e+00  1.42e+01  
119   6   12  1.20e+00  1.90e+01  
119   6   13  1.31e+00  1.46e+01  
119   6   14  1.26e+00  4.82e+01  
119   6   15  1.38e+00  1.48e+01  
119   6   16  1.34e+00  1.72e+01  
119   6   17  1.65e+00  8.37e+00  
119   6   18  1.30e+00  1.58e+01  
119   6   19  1.49e+00  1.33e+01  
119   6   20  1.19e+00  2.02e+01  
119   6   21  1.23e+00  1.16e+01  
119   6   22  1.55e+00  1.47e+01  
119   6   23  1.56e+00  1.35e+01  
119   6   24  1.12e+00  1.50e+01  
119   6   25  1.12e+00  1.61e+01  
119   6   26  1.54e+00  1.28e+01  
119   6   27  1.40e+00  1.35e+01  
119   6   28  1.61e+00  1.49e+01  
119   6   29  1.24e+00  1.55e+01  
119   6   30  1.20e+00  1.80e+01  
119   6   31  1.32e+00  1.25e+01  
119   6   32  1.40e+00  1.45e+01  
119   6   33  1.16e+00  1.75e+01  
119   6   34  1.28e+00  1.30e+01  
119   6   35  2.94e-01  2.83e+01  
119   6   36  1.25e+00  1.64e+01  
119   6   37  1.38e+00  1.77e+01  
119   6   38  1.51e+00  1.31e+01  
119   6   39  1.32e+00  1.05e+01  
119   6   40  1.46e+00  1.38e+01  
119   6   41  1.47e+00  9.67e+00  
119   6   42  1.08e+00  1.76e+01  
119   6   43  1.33e+00  1.54e+01  
119   6   44  1.04e+00  9.99e+00  
119   6   46  1.31e+00  1.56e+01  
119   6   47  1.30e+00  1.58e+01  
119   6   48  1.44e+00  1.80e+01  
119   6   49  1.16e+00  1.85e+01  
119   6   50  1.67e+00  1.21e+01  
119   6   51  1.49e+00  1.73e+01  
119   6   52  1.66e+00  1.42e+01  
119   6   53  1.22e+00  1.28e+01  
119   6   54  1.42e+00  1.43e+01  
119   6   55  1.41e+00  1.74e+01  
119   6   56  1.38e+00  1.38e+01  
119   6   57  1.41e+00  1.73e+01  
119   6   58  1.23e+00  1.06e+01  
119   6   59  1.12e+00  1.80e+01  
119   6   60  1.40e+00  1.65e+01  
119   6   61  1.58e+00  9.25e+00  
119   6   63  1.26e+00  1.92e+01  
119   6   64  1.56e+00  1.75e+01  
119   7   1   1.64e+00  1.64e+01  
119   7   2   1.39e+00  1.46e+01  
119   7   3   1.00e+00  1.65e+01  
119   7   4   1.34e+00  1.22e+01  
119   7   5   1.55e+00  1.36e+01  
119   7   6   1.35e+00  1.31e+01  
119   7   7   1.26e+00  1.33e+01  
119   7   8   1.45e+00  1.29e+01  
119   7   9   1.31e+00  1.56e+01  
119   7   10  1.36e+00  1.10e+01  
119   7   11  1.44e+00  1.50e+01  
119   7   12  9.53e-01  1.41e+01  
119   7   13  9.45e-01  -5.81e+00 
119   7   14  1.25e+00  8.39e+00  
119   7   15  1.55e+00  8.57e+00  
119   7   16  1.33e+00  1.13e+01  
119   7   17  2.34e-01  3.71e+01  
119   7   18  1.38e+00  1.48e+01  
119   7   19  1.45e+00  1.39e+01  
119   7   21  1.52e+00  8.96e+00  
119   7   22  1.36e+00  1.01e+01  
119   7   23  1.47e+00  1.36e+01  
119   7   24  1.48e+00  1.35e+01  
119   7   25  1.28e+00  8.06e+00  
119   7   26  1.17e+00  -3.64e+00 
119   7   27  6.58e-01  1.58e+01  
119   7   28  9.88e-01  1.07e+01  
119   7   30  1.09e+00  1.13e+01  
119   7   31  9.44e-01  1.22e+01  
119   7   32  2.50e-01  2.89e+01  
119   7   33  1.13e+00  1.49e+01  
119   7   36  1.30e+00  5.80e+00  
119   7   37  1.10e+00  1.53e+01  
119   7   38  8.96e-01  2.08e+01  
119   7   39  1.16e+00  1.15e+01  
119   7   40  1.33e+00  1.23e+01  
119   7   41  1.28e+00  8.06e+00  
119   7   42  1.37e+00  9.91e+00  
119   7   43  1.40e+00  8.46e+00  
119   7   44  1.29e+00  9.89e+00  
119   7   45  1.38e+00  1.38e+01  
119   7   46  1.44e+00  1.40e+01  
119   7   47  1.22e+00  1.28e+01  
119   7   48  1.46e+00  4.76e+00  
119   7   49  1.50e+00  1.63e+01  
119   7   51  1.19e+00  1.61e+01  
119   7   52  1.38e+00  1.48e+01  
119   7   53  1.48e+00  1.15e+01  
119   7   54  1.38e+00  1.47e+01  
119   7   55  9.44e-01  1.32e+01  
119   7   56  1.32e+00  1.55e+01  
119   7   58  1.21e+00  1.99e+01  
119   7   59  1.49e+00  1.74e+01  
119   7   60  1.52e+00  1.90e+01  
119   7   61  1.41e+00  2.24e+01  
119   7   62  1.47e+00  1.36e+01  
119   7   63  1.49e+00  1.34e+01  
119   7   64  1.52e+00  9.96e+00  
