MMFE8 VMM CH  Gain      Pedestal  (PDO = Q*G + P)
116   3   15  1.21e+01  -6.30e+00 
116   3   16  1.18e+01  -9.80e+00 
116   3   17  1.14e+01  -9.87e+00 
116   3   18  1.33e+01  -2.18e+01 
116   3   20  1.26e+01  -6.35e+01 
116   3   21  1.28e+01  -6.12e+01 
116   3   22  1.13e+01  -2.15e+01 
116   3   23  1.35e+01  7.11e+00  
116   3   24  1.06e+01  -4.21e+00 
116   3   25  1.28e+01  -6.47e+01 
116   3   26  1.17e+01  -2.54e+01 
116   3   27  1.19e+01  -5.44e+01 
116   3   31  1.43e+01  -1.97e+01 
116   3   32  1.30e+01  -4.40e+01 
116   3   33  1.23e+01  -5.43e+01 
116   3   34  9.69e+00  -9.35e+00 
116   3   35  1.04e+01  -4.69e+01 
116   3   36  1.10e+01  -2.93e+01 
116   3   37  3.40e+01  -8.39e+02 
116   3   38  1.30e+01  -3.84e+01 
116   3   39  1.30e+01  -5.16e+01 
116   3   40  2.32e+01  -3.50e+02 
116   3   41  1.68e+01  -2.69e+02 
116   3   42  1.54e+01  -1.26e+02 
116   3   43  6.95e+01  -1.24e+03 
116   3   44  1.19e+01  -1.87e+01 
116   3   45  1.93e+01  -2.37e+02 
116   3   46  1.30e+01  -8.57e+01 
116   3   47  1.19e+01  -1.71e+01 
116   3   48  1.14e+01  5.24e+00  
116   3   49  1.19e+01  -1.15e+01 
116   3   50  1.33e+01  -6.02e+01 
116   3   51  1.35e+01  -5.39e+01 
116   3   52  1.06e+01  -4.70e+00 
116   3   53  1.08e+01  -4.25e+00 
116   3   54  1.16e+01  -1.06e+01 
116   3   55  1.57e+01  -1.22e+02 
116   3   56  1.10e+01  -2.35e+00 
116   3   57  1.12e+01  -2.06e+01 
116   3   58  1.01e+01  2.27e+01  
116   3   59  1.02e+01  1.11e+01  
116   3   60  9.71e+00  1.80e+01  
116   3   61  1.15e+01  -8.83e+00 
116   3   62  1.02e+01  2.66e+01  
116   3   63  1.06e+01  5.41e+00  
116   3   64  1.04e+01  4.04e+00  
116   4   1   1.00e+01  -6.61e+02 
116   4   3   9.58e+00  3.83e+00  
116   4   4   1.07e+01  -6.65e+00 
116   4   5   9.93e+00  -2.97e+01 
116   4   6   8.54e+00  6.27e+01  
116   4   7   1.07e+01  -2.31e+01 
116   4   8   1.22e+01  -8.49e+01 
116   4   9   1.03e+01  -2.11e+01 
116   4   10  1.09e+01  -3.38e+01 
116   4   11  1.53e+01  -1.83e+02 
116   4   12  1.11e+01  -7.71e+01 
116   4   13  1.15e+01  -6.43e+01 
116   4   14  1.13e+01  -6.74e+01 
116   4   15  1.06e+01  1.03e+00  
116   4   16  1.17e+01  -3.56e+01 
116   4   17  1.26e+01  -5.83e+01 
116   4   18  1.28e+01  -7.31e+01 
116   4   19  1.32e+04  -6.13e+05 
116   4   20  1.10e+01  -3.81e+01 
116   4   21  1.07e+01  5.67e-01  
116   4   22  1.11e+01  2.43e+00  
116   4   23  1.24e+01  -9.53e+01 
116   4   24  1.25e+01  -1.08e+02 
116   4   25  1.08e+01  -3.87e+01 
116   4   26  1.05e+01  -3.43e+01 
116   4   27  1.20e+01  -4.33e+01 
116   4   28  1.14e+01  -2.52e+01 
116   4   29  1.11e+01  -9.10e+01 
116   4   30  1.19e+01  -6.16e+01 
116   4   31  1.12e+01  -5.76e+01 
116   4   32  1.44e+01  -6.22e+01 
116   4   33  1.08e+01  -2.24e+01 
116   4   34  1.06e+01  -5.03e+01 
116   4   35  1.09e+01  -2.09e+00 
116   4   36  1.21e+01  -4.43e+01 
116   4   37  9.86e+00  1.64e+01  
116   4   38  1.13e+01  -3.80e+01 
116   4   39  1.05e+01  -4.32e+01 
116   4   40  1.25e+01  -5.50e+01 
116   4   41  1.17e+01  -4.83e+01 
116   4   42  1.19e+01  -4.02e+01 
116   4   43  1.07e+01  -2.26e+01 
116   4   44  1.09e+01  -3.15e+01 
116   4   45  1.12e+01  -1.41e+01 
116   4   46  9.68e+00  -2.10e+01 
116   4   47  1.03e+01  5.44e-01  
116   4   48  1.02e+01  -4.22e+01 
116   4   49  9.84e+00  -4.33e-01 
116   4   50  1.14e+01  -1.44e+01 
116   4   51  1.07e+01  -2.07e+01 
116   4   52  9.59e+00  3.39e+01  
116   4   53  1.25e+01  -8.80e+01 
116   4   54  1.07e+01  -1.97e+01 
116   4   55  9.96e+00  2.82e+01  
116   4   56  1.03e+01  -3.84e+00 
116   4   57  1.31e+01  -1.29e+02 
116   4   58  1.00e+01  1.63e+01  
116   4   59  1.06e+01  1.73e+00  
116   4   60  1.02e+01  -9.45e+00 
116   4   61  9.09e+00  6.93e+01  
116   4   62  1.09e+01  -1.71e+01 
116   4   63  1.00e+01  1.49e+01  
116   4   64  1.01e+01  2.10e+01  
116   5   1   9.31e+00  1.70e+01  
116   5   3   8.77e+00  2.27e+01  
116   5   4   1.02e+01  1.91e+01  
116   5   5   1.03e+01  -2.96e+01 
116   5   6   8.63e+00  2.88e+00  
116   5   7   1.04e+01  1.33e+01  
116   5   8   1.01e+01  1.61e+00  
116   5   9   1.55e+01  -4.69e+01 
116   5   10  1.01e+01  6.00e+00  
116   5   11  1.02e+01  3.95e+00  
116   5   12  1.04e+01  1.48e+01  
116   5   13  1.27e+01  -1.43e-02 
116   5   14  1.28e+01  -1.86e+01 
116   5   15  1.32e+01  -1.03e+01 
116   5   16  1.12e+01  3.87e+00  
116   5   17  1.20e+01  -1.05e+01 
116   5   18  1.57e+01  -3.95e+01 
116   5   19  2.27e+01  -2.55e+02 
116   5   20  1.08e+01  3.67e+00  
116   5   21  1.15e+01  3.37e-02  
116   5   22  1.11e+01  -1.73e+01 
116   5   23  1.15e+01  -2.98e+01 
116   5   24  9.88e+00  -1.91e+01 
116   5   25  1.13e+01  -5.27e+01 
116   5   26  1.01e+01  -2.49e-01 
116   5   27  1.12e+01  -2.17e+01 
116   5   28  1.22e+01  4.26e-01  
116   5   29  9.59e+00  -1.17e+01 
116   5   30  1.11e+01  -1.77e+01 
116   5   31  1.14e+01  3.04e+00  
116   5   32  1.01e+01  -1.54e+01 
116   5   33  1.17e+01  -1.00e+01 
116   5   36  1.26e+01  -4.19e+01 
116   5   37  1.12e+01  9.96e+00  
116   5   38  1.08e+01  -1.33e+01 
116   5   39  1.16e+01  -8.17e+00 
116   5   40  1.13e+01  -9.96e+00 
116   5   42  1.22e+01  1.48e+01  
116   5   43  9.43e+00  -6.98e+02 
116   5   44  1.08e+01  -1.40e+00 
116   5   45  1.18e+01  -5.36e+00 
116   5   46  9.87e+00  8.71e+00  
116   5   47  1.17e+01  -6.96e-01 
116   5   48  9.66e+00  -7.60e-02 
116   5   49  1.19e+01  1.18e+01  
116   5   50  1.05e+01  1.31e+01  
116   5   51  1.05e+01  6.59e+00  
116   5   52  1.28e+01  -4.75e+01 
116   5   53  9.98e+00  -4.66e+00 
116   5   54  1.07e+01  1.04e+01  
116   5   55  1.14e+01  5.94e+00  
116   5   56  1.19e+01  2.15e+01  
116   5   57  1.05e+01  1.58e+01  
116   5   58  1.09e+01  2.45e+01  
116   5   59  1.03e+01  -4.72e+01 
116   5   60  1.07e+01  2.45e+01  
116   5   61  1.04e+01  2.78e+01  
116   5   62  1.54e+01  -1.27e+02 
116   5   63  1.14e+01  -2.70e+00 
116   5   64  1.15e+01  3.15e+01  
116   6   1   8.49e+00  3.02e+01  
116   6   2   9.51e+00  3.50e+01  
116   6   3   1.02e+01  5.07e+01  
116   6   4   9.71e+00  2.80e+01  
116   6   5   9.35e+00  2.91e+01  
116   6   6   1.01e+01  2.07e+01  
116   6   7   9.85e+00  3.23e+01  
116   6   8   9.39e+00  2.12e+01  
116   6   9   9.07e+00  2.22e+01  
116   6   10  8.96e+00  9.44e+00  
116   6   11  1.11e+01  3.57e+01  
116   6   12  9.89e+00  2.47e+01  
116   6   13  9.53e+00  2.87e+00  
116   6   14  9.72e+00  3.05e+00  
116   6   15  9.96e+00  2.19e+01  
116   6   16  9.60e+00  1.69e+01  
116   6   17  9.11e+00  5.66e+00  
116   6   18  1.04e+01  1.98e+01  
116   6   19  1.05e+01  2.85e+01  
116   6   20  1.12e+01  1.60e+01  
116   6   21  1.03e+01  1.16e+01  
116   6   22  1.10e+01  1.93e+01  
116   6   23  1.02e+01  2.85e+01  
116   6   24  1.00e+01  1.16e+01  
116   6   25  9.84e+00  1.73e+01  
116   6   26  1.60e+01  -5.68e+01 
116   6   27  1.14e+01  1.83e+01  
116   6   28  9.44e+00  -7.15e-01 
116   6   29  9.95e+00  8.25e+00  
116   6   30  9.64e+00  1.27e+00  
116   6   31  8.96e+00  -5.60e-01 
116   6   32  9.78e+00  2.49e+01  
116   6   33  1.04e+01  1.51e+01  
116   6   34  1.06e+01  5.82e+01  
116   6   35  9.75e+00  1.26e+01  
116   6   36  1.02e+01  4.53e+01  
116   6   37  9.23e+00  5.37e+00  
116   6   38  9.72e+00  2.02e+01  
116   6   39  9.86e+00  1.62e+01  
116   6   40  1.40e+01  2.35e+00  
116   6   41  3.85e+00  3.73e+01  
116   6   42  1.04e+01  2.71e+01  
116   6   43  1.12e+01  4.12e+01  
116   6   44  1.03e+01  2.81e+01  
116   6   45  1.09e+01  3.43e+01  
116   6   46  1.02e+01  1.63e+01  
116   6   47  9.84e+00  1.42e+01  
116   6   48  9.61e+00  4.24e+00  
116   6   49  1.06e+01  2.58e+01  
116   6   50  1.09e+01  2.14e+01  
116   6   51  9.23e+00  2.24e+01  
116   6   52  9.09e+00  4.09e+00  
116   6   53  1.01e+01  2.11e+01  
116   6   54  8.74e+00  2.95e+01  
116   6   55  1.06e+01  2.55e+01  
116   6   56  9.83e+00  2.30e+01  
116   6   57  1.04e+01  3.96e+01  
116   6   58  9.42e+00  1.59e+01  
116   6   59  8.71e+00  8.09e+00  
116   6   60  9.37e+00  3.10e+01  
116   6   61  1.01e+01  2.79e+01  
116   6   62  9.74e+00  2.90e+01  
116   6   63  9.25e+00  3.42e+01  
116   6   64  8.79e+00  2.56e+01  
116   7   1   1.10e+01  -3.26e+01 
116   7   2   9.84e+00  -1.22e+01 
116   7   3   9.82e+00  -2.15e+00 
116   7   4   1.02e+01  -1.68e+01 
116   7   5   1.09e+01  -1.96e+01 
116   7   6   9.95e+00  -8.73e+00 
116   7   7   1.04e+01  -2.66e+01 
116   7   8   1.10e+01  -1.64e+01 
116   7   10  1.12e+01  -7.22e+01 
116   7   11  9.50e+00  6.34e+00  
116   7   12  1.14e+01  -4.22e+01 
116   7   13  1.37e+01  -8.96e+01 
116   7   14  1.16e+01  -9.25e+01 
116   7   15  1.42e+01  -9.30e+01 
116   7   16  1.03e+01  -3.81e+01 
116   7   17  1.22e+01  -9.22e+01 
116   7   18  1.06e+01  -2.84e+01 
116   7   19  1.13e+01  -2.73e+01 
116   7   20  1.39e+01  -7.96e+01 
116   7   21  1.13e+01  -4.03e+01 
116   7   22  2.17e+01  -3.38e+02 
116   7   23  1.24e+01  -5.26e+01 
116   7   24  3.70e+01  -9.94e+02 
116   7   26  1.33e+01  -1.08e+02 
116   7   28  9.21e+00  -3.81e+01 
116   7   29  2.47e+01  -5.41e+02 
116   7   30  1.12e+01  -1.96e+01 
116   7   31  1.17e+01  -9.13e+01 
116   7   32  1.34e+01  -9.17e+01 
116   7   33  1.37e+01  -8.31e+01 
116   7   34  1.25e+01  -8.38e+01 
116   7   35  1.12e+01  -3.45e+01 
116   7   36  1.08e+01  -5.99e+01 
116   7   37  1.14e+01  -5.45e+01 
116   7   38  1.20e+01  -8.30e+01 
116   7   39  1.02e+01  -2.84e+01 
116   7   40  1.42e+01  -1.05e+02 
116   7   41  1.03e+01  -3.13e+01 
116   7   42  1.15e+01  -6.38e+01 
116   7   43  1.33e+01  -1.08e+02 
116   7   44  1.36e+01  -1.36e+02 
116   7   45  1.13e+01  -6.61e+01 
116   7   46  1.18e+01  -6.89e+01 
116   7   47  1.12e+01  -6.03e+01 
116   7   48  1.10e+01  -3.88e+01 
116   7   49  1.82e+01  -2.64e+02 
116   7   50  1.07e+01  -4.01e+01 
116   7   51  1.15e+01  -8.23e+01 
116   7   52  1.02e+01  1.96e+01  
116   7   53  1.09e+01  -2.45e+01 
116   7   54  1.16e+01  -1.91e+01 
116   7   55  1.04e+01  -4.68e+01 
116   7   57  1.05e+01  2.08e+01  
116   7   58  1.12e+01  -4.11e+01 
116   7   59  1.19e+01  -3.71e+01 
116   7   60  1.10e+01  -4.26e+01 
116   7   61  1.13e+01  -3.54e+01 
116   7   62  1.13e+01  -1.95e+01 
116   7   63  1.05e+01  -1.55e+01 
116   7   64  9.73e+00  -1.42e+01 
117   0   3   9.39e+00  3.16e+01  
117   0   4   9.91e+00  8.07e+01  
117   0   5   9.76e+00  2.19e+01  
117   0   6   1.03e+01  5.19e+01  
117   0   7   9.61e+00  9.80e+01  
117   0   8   1.04e+01  5.45e+01  
117   0   9   9.04e+00  1.81e+01  
117   0   10  9.86e+00  4.19e+01  
117   0   11  1.06e+01  9.53e+00  
117   0   12  9.19e+00  7.36e+00  
117   0   13  1.01e+01  2.49e+01  
117   0   14  9.93e+00  1.73e+01  
117   0   15  1.03e+01  2.58e+01  
117   0   16  1.04e+01  9.10e-01  
117   0   17  9.59e+00  2.24e+01  
117   0   18  8.74e+00  2.01e+01  
117   0   19  1.01e+01  1.82e+01  
117   0   20  9.46e+00  7.86e+00  
117   0   21  1.11e+01  1.32e+01  
117   0   22  1.12e+01  2.87e+01  
117   0   23  9.54e+00  2.13e+01  
117   0   24  9.63e+00  -1.04e+01 
117   0   25  1.02e+01  1.03e+01  
117   0   26  1.02e+01  1.21e+01  
117   0   27  9.87e+00  1.34e+01  
117   0   28  1.06e+01  1.18e+01  
117   0   29  1.12e+01  2.14e+01  
117   0   30  1.40e+01  1.47e+02  
117   0   31  1.16e+01  1.74e+01  
117   0   32  1.00e+01  1.40e+01  
117   0   33  9.43e+00  1.31e+01  
117   0   34  9.76e+00  3.26e+01  
117   0   35  1.07e+01  1.94e+01  
117   0   36  1.12e+01  2.28e+01  
117   0   37  9.93e+00  7.63e+00  
117   0   38  1.01e+01  6.12e+00  
117   0   39  1.03e+01  5.47e+00  
117   0   41  9.79e+00  8.27e+00  
117   0   42  1.06e+01  1.70e+01  
117   0   43  1.38e+01  1.06e+02  
117   0   44  1.03e+01  2.24e+01  
117   0   45  1.03e+01  1.31e+01  
117   0   46  9.43e+00  9.84e+00  
117   0   47  1.02e+01  1.27e+01  
117   0   48  1.09e+01  3.13e+01  
117   0   49  9.80e+00  1.87e+01  
117   0   50  1.07e+01  2.07e+01  
117   0   51  9.81e+00  1.80e+01  
117   0   52  1.01e+01  1.41e+01  
117   0   53  1.07e+01  2.45e+01  
117   0   54  9.88e+00  2.72e+01  
117   0   55  1.01e+01  1.31e+01  
117   0   56  1.01e+01  3.05e+01  
117   0   57  9.88e+00  2.84e+01  
117   0   58  9.75e+00  2.03e+01  
117   0   59  1.01e+01  2.47e+01  
117   0   60  9.87e+00  2.93e+01  
117   0   61  9.67e+00  3.40e+01  
117   0   62  1.01e+01  3.29e+01  
117   0   63  1.02e+01  3.20e+01  
117   0   64  9.58e+00  3.80e+01  
117   1   1   8.30e+00  5.21e+01  
117   1   2   9.50e+00  6.48e+00  
117   1   3   8.42e+00  1.74e+01  
117   1   4   9.57e+00  2.20e+01  
117   1   5   9.38e+00  1.18e+01  
117   1   6   1.07e+01  1.66e+01  
117   1   7   9.40e+00  1.41e+01  
117   1   8   9.97e+00  1.49e+01  
117   1   9   9.45e+00  3.29e+01  
117   1   10  9.96e+00  1.30e+01  
117   1   11  9.25e+00  7.64e+00  
117   1   12  9.70e+00  1.12e+01  
117   1   13  9.64e+00  1.57e+01  
117   1   14  9.91e+00  2.78e+01  
117   1   15  9.69e+00  1.64e+01  
117   1   16  8.75e+00  8.55e+01  
117   1   17  8.87e+00  3.30e-02  
117   1   18  9.87e+00  -2.10e+00 
117   1   19  9.52e+00  6.50e+00  
117   1   20  9.54e+00  5.27e+00  
117   1   21  1.12e+01  8.27e+00  
117   1   22  1.03e+01  1.59e+01  
117   1   23  1.04e+01  4.49e+00  
117   1   24  1.10e+01  3.44e+01  
117   1   25  9.26e+00  5.84e+00  
117   1   26  1.12e+01  -1.24e+01 
117   1   27  9.67e+00  5.99e+00  
117   1   28  1.02e+01  7.53e+00  
117   1   29  9.64e+00  1.92e+00  
117   1   30  9.58e+00  2.05e+00  
117   1   31  9.89e+00  1.30e+01  
117   1   32  1.04e+01  3.95e+00  
117   1   33  1.04e+01  1.27e+01  
117   1   34  9.74e+00  4.27e+01  
117   1   35  9.36e+00  7.97e+00  
117   1   36  9.78e+00  9.93e+00  
117   1   37  9.75e+00  1.53e+01  
117   1   38  9.98e+00  -6.95e+00 
117   1   39  9.78e+00  1.29e+01  
117   1   40  1.10e+01  1.22e+01  
117   1   41  9.88e+00  2.08e+01  
117   1   42  1.07e+01  6.66e+00  
117   1   43  9.77e+00  4.94e+00  
117   1   44  1.05e+01  9.00e+00  
117   1   45  9.73e+00  3.44e-01  
117   1   46  1.01e+01  1.07e+01  
117   1   47  1.02e+01  1.10e+01  
117   1   48  1.03e+01  5.82e+00  
117   1   49  9.48e+00  4.24e+00  
117   1   50  9.25e+00  1.99e+01  
117   1   51  1.13e+01  2.68e+00  
117   1   52  1.02e+01  2.52e+01  
117   1   53  9.53e+00  3.16e+01  
117   1   54  1.02e+01  2.62e+01  
117   1   55  7.22e+00  1.82e+01  
117   1   56  9.47e+00  3.28e+01  
117   1   57  9.10e+00  2.26e+01  
117   1   58  1.02e+01  3.41e+01  
117   1   59  9.13e+00  1.39e+01  
117   1   60  9.49e+00  2.19e+01  
117   1   61  9.20e+00  -4.26e+01 
117   1   62  1.01e+01  2.75e+01  
117   1   63  9.58e+00  5.62e+01  
117   1   64  9.54e+00  3.26e+01  
117   2   1   7.08e+00  2.43e+01  
117   2   2   9.38e+00  2.69e+01  
117   2   3   1.04e+01  2.81e+01  
117   2   4   1.01e+01  3.66e+01  
117   2   5   9.56e+00  2.23e+01  
117   2   6   9.83e+00  3.35e+01  
117   2   7   9.67e+00  2.68e+01  
117   2   8   1.00e+01  2.66e+01  
117   2   9   9.38e+00  2.67e+01  
117   2   10  1.01e+01  3.12e+01  
117   2   11  1.01e+01  2.58e+01  
117   2   12  9.12e+00  2.45e+01  
117   2   13  9.86e+00  2.56e+01  
117   2   14  9.73e+00  2.17e+01  
117   2   15  1.05e+01  3.30e+01  
117   2   16  9.52e+00  1.15e+01  
117   2   18  1.06e+01  1.93e+01  
117   2   19  1.02e+01  4.39e+01  
117   2   20  1.01e+01  2.94e+01  
117   2   21  1.09e+01  1.81e+01  
117   2   22  9.58e+00  1.12e+01  
117   2   23  1.00e+01  1.65e+01  
117   2   24  9.76e+00  2.79e+01  
117   2   25  1.01e+01  2.13e+01  
117   2   26  9.26e+00  1.86e+01  
117   2   27  7.98e+00  1.22e+02  
117   2   28  1.05e+00  5.48e+02  
117   2   29  5.86e+05  4.78e+06  
117   2   30  1.01e+01  7.08e+01  
117   2   31  1.15e+01  3.41e+01  
117   2   32  1.10e+01  2.76e+01  
117   2   33  9.48e+00  9.89e+00  
117   2   34  9.88e+00  -5.82e-01 
117   2   35  1.09e+01  1.92e+01  
117   2   36  1.01e+01  1.25e+01  
117   2   37  1.14e+01  -1.28e-01 
117   2   39  1.02e+01  3.53e+01  
117   2   40  9.97e+00  2.28e+01  
117   2   41  1.07e+01  2.75e+01  
117   2   42  9.58e+00  1.30e+01  
117   2   43  1.02e+01  -3.67e+00 
117   2   44  9.23e+00  2.26e+01  
117   2   45  9.75e+00  1.79e+01  
117   2   46  9.53e+00  8.39e-01  
117   2   47  1.02e+01  2.13e+01  
117   2   48  9.83e+00  1.51e+01  
117   2   49  9.71e+00  1.49e+01  
117   2   50  1.06e+01  3.41e+01  
117   2   51  9.70e+00  1.44e+01  
117   2   52  9.91e+00  1.20e+01  
117   2   53  1.01e+01  3.93e+01  
117   2   54  1.01e+01  2.18e+01  
117   2   55  9.13e+00  2.57e+01  
117   2   56  9.84e+00  3.63e+01  
117   2   57  9.57e+00  2.71e+01  
117   2   58  9.91e+00  2.74e+01  
117   2   59  9.99e+00  3.22e+01  
117   2   60  1.03e+01  3.19e+01  
117   2   61  9.99e+00  3.32e+01  
117   2   62  1.06e+01  3.77e+01  
117   2   63  9.62e+00  3.96e+01  
117   2   64  1.03e+01  4.76e+01  
117   3   3   8.10e+00  5.60e+01  
117   3   4   1.04e+01  5.63e+01  
117   3   5   1.06e+01  3.27e+00  
117   3   6   1.02e+01  7.49e+01  
117   3   7   9.69e+00  4.54e+01  
117   3   8   1.13e+01  5.91e+00  
117   3   9   1.20e+01  2.58e+01  
117   3   10  9.34e+00  3.53e+01  
117   3   11  1.03e+01  5.66e+01  
117   3   12  9.52e+00  3.95e+01  
117   3   13  9.51e+00  3.04e+01  
117   3   14  1.02e+01  4.47e+01  
117   3   16  1.12e+01  4.28e+01  
117   3   17  9.72e+00  5.77e+01  
117   3   18  1.05e+01  4.36e+01  
117   3   19  1.01e+01  4.56e+01  
117   3   20  1.00e+01  4.14e+01  
117   3   21  1.29e+01  -1.61e+00 
117   3   22  1.04e+01  4.21e+01  
117   3   23  1.01e+01  6.21e+01  
117   3   24  1.09e+01  4.12e+01  
117   3   25  1.26e+01  5.27e+01  
117   3   26  1.13e+01  4.44e+01  
117   3   27  1.40e+01  4.71e+01  
117   3   28  1.09e+01  6.75e+01  
117   3   29  1.21e+01  2.56e+01  
117   3   30  1.08e+01  5.94e+01  
117   3   31  1.00e+01  8.04e+01  
117   3   32  9.84e+00  3.77e+01  
117   3   33  1.09e+01  5.55e+01  
117   3   34  1.33e+01  2.04e+01  
117   3   35  1.01e+01  6.14e+01  
117   3   36  9.93e+00  9.15e+01  
117   3   37  1.02e+01  3.90e+01  
117   3   38  1.10e+01  5.15e+01  
117   3   39  1.11e+01  2.12e+01  
117   3   40  1.36e+01  -1.35e+00 
117   3   41  1.11e+01  6.55e+01  
117   3   42  1.14e+01  4.88e+01  
117   3   43  9.62e+00  4.93e+01  
117   3   44  1.28e+01  -2.84e+01 
117   3   45  1.00e+01  4.36e+01  
117   3   46  1.07e+01  1.86e+01  
117   3   48  1.06e+01  4.02e+01  
117   3   49  1.07e+01  5.93e+01  
117   3   50  1.20e+01  3.83e+01  
117   3   51  1.17e+01  3.69e+01  
117   3   52  1.12e+01  4.65e+01  
117   3   53  1.21e+01  7.11e+01  
117   3   54  1.05e+01  5.00e+01  
117   3   55  1.08e+01  3.70e+01  
117   3   56  1.05e+01  4.36e+01  
117   3   57  1.10e+01  4.61e+01  
117   3   58  1.03e+01  1.65e+01  
117   3   59  1.01e+01  8.98e+01  
117   3   60  1.04e+01  8.45e+01  
117   3   61  1.05e+01  6.21e+01  
117   3   62  1.04e+01  6.81e+01  
117   3   63  1.07e+01  4.28e+01  
117   3   64  9.82e+00  5.83e+01  
117   4   1   8.60e+00  5.09e+01  
117   4   2   8.51e+00  2.34e+01  
117   4   3   9.61e+00  1.73e+01  
117   4   4   9.79e+00  1.56e+01  
117   4   5   8.28e+00  1.04e+01  
117   4   6   9.48e+00  2.03e+01  
117   4   7   8.96e+00  1.19e+01  
117   4   8   9.10e+00  2.84e+00  
117   4   9   9.09e+00  1.32e+01  
117   4   10  8.57e+00  -2.47e+00 
117   4   11  9.24e+00  7.54e+00  
117   4   12  8.72e+00  3.40e+01  
117   4   13  9.38e+00  -4.86e+00 
117   4   14  9.91e+00  2.89e+00  
117   4   15  9.02e+00  1.00e+01  
117   4   16  1.03e+01  1.60e+01  
117   4   17  1.18e+01  -3.52e+01 
117   4   18  8.72e+00  -4.35e+00 
117   4   19  9.33e+00  1.75e+01  
117   4   20  9.74e+00  4.74e+01  
117   4   21  1.03e+01  -3.09e+00 
117   4   22  8.05e+00  8.47e+00  
117   4   23  7.55e+00  7.26e+00  
117   4   24  9.77e+00  -1.45e+00 
117   4   25  9.12e+00  -4.08e+00 
117   4   26  9.85e+00  1.03e+01  
117   4   27  9.66e+00  -8.27e+00 
117   4   28  9.34e+00  2.17e+01  
117   4   29  9.63e+00  1.79e+01  
117   4   30  9.49e+00  7.63e-01  
117   4   31  1.00e+01  4.78e+00  
117   4   32  9.16e+00  2.62e+01  
117   4   33  9.13e+00  -5.33e+00 
117   4   34  9.12e+00  -1.65e+01 
117   4   35  1.05e+01  -4.75e+00 
117   4   36  7.95e+00  1.09e+00  
117   4   37  8.59e+00  -9.35e+00 
117   4   38  9.25e+00  3.69e+00  
117   4   39  8.22e+00  -4.83e+00 
117   4   40  8.98e+00  1.03e+01  
117   4   41  1.01e+01  1.16e+00  
117   4   42  8.77e+00  1.84e+00  
117   4   43  9.44e+00  2.86e+00  
117   4   44  8.81e+00  1.04e+00  
117   4   45  9.75e+00  -5.24e+01 
117   4   46  9.25e+00  -6.80e+00 
117   4   47  8.55e+00  -8.07e+00 
117   4   48  8.89e+00  -1.62e+01 
117   4   49  8.11e+00  1.17e+01  
117   4   50  1.07e+01  -3.23e+01 
117   4   51  1.01e+01  -1.07e+01 
117   4   52  8.75e+00  1.51e+00  
117   4   53  8.61e+00  2.32e+00  
117   4   54  8.43e+00  7.90e+00  
117   4   55  8.56e+00  2.18e+01  
117   4   56  5.25e+00  -1.80e+01 
117   4   57  7.19e+00  5.70e+00  
117   4   58  9.01e+00  1.11e+01  
117   4   59  7.90e+00  1.32e+00  
117   4   60  8.67e+00  3.57e+00  
117   4   61  8.19e+00  -1.73e+00 
117   4   62  6.72e+00  -2.48e+00 
117   4   63  7.16e+00  1.37e+01  
117   4   64  7.16e+00  1.43e+01  
117   5   2   1.32e+04  -3.41e+04 
117   5   3   8.41e+00  2.13e+01  
117   5   4   8.98e+00  2.78e+01  
117   5   5   1.08e+01  4.52e+01  
117   5   6   9.18e+00  2.54e+01  
117   5   7   1.06e+01  3.60e+01  
117   5   8   9.82e+00  2.15e+01  
117   5   9   9.09e+00  2.37e+01  
117   5   10  1.07e+01  3.33e+01  
117   5   11  9.33e+00  2.37e+01  
117   5   12  1.01e+01  2.29e+01  
117   5   13  1.06e+01  4.66e+01  
117   5   14  9.27e+00  1.03e+01  
117   5   15  9.74e+00  4.02e+01  
117   5   16  1.05e+01  1.57e+01  
117   5   17  9.80e+00  2.39e+01  
117   5   18  2.23e+00  1.04e+02  
117   5   19  9.56e+00  2.02e+01  
117   5   20  9.14e+00  1.15e+01  
117   5   21  8.47e+00  6.99e-02  
117   5   22  8.82e+00  1.21e+01  
117   5   23  9.89e+00  2.03e+01  
117   5   24  9.84e+00  1.92e+01  
117   5   25  1.08e+01  2.69e+01  
117   5   26  9.41e+00  1.38e+01  
117   5   27  1.08e+01  2.97e+01  
117   5   28  1.02e+01  3.64e+01  
117   5   29  1.05e+01  -4.54e+00 
117   5   30  9.33e+00  1.27e+01  
117   5   31  1.00e+01  2.05e+01  
117   5   32  1.01e+01  4.26e+01  
117   5   33  9.66e+00  1.35e+01  
117   5   34  9.88e+00  8.21e+00  
117   5   35  1.04e+01  5.91e+01  
117   5   36  1.00e+01  1.85e+01  
117   5   37  1.00e+01  1.61e+01  
117   5   38  9.72e+00  5.42e+01  
117   5   39  8.88e+00  2.72e+01  
117   5   40  9.90e+00  1.68e+01  
117   5   41  1.04e+01  -4.92e+01 
117   5   42  9.40e+00  5.58e+01  
117   5   43  1.06e+01  3.20e+01  
117   5   44  9.70e+00  2.28e+01  
117   5   45  1.08e+01  3.13e+01  
117   5   46  9.77e+00  2.53e+01  
117   5   47  9.22e+00  1.98e+01  
117   5   48  1.03e+01  2.90e+00  
117   5   49  9.76e+00  9.98e+00  
117   5   50  9.77e+00  2.53e+01  
117   5   51  8.95e+00  1.19e+01  
