MMFE8 VMM CH  Gain      Pedestal  (PDO = Q*G + P)
106   5   54  8.66e+00  2.34e+01  
106   5   56  9.95e+00  1.81e+01  
106   5   57  1.01e+01  3.03e+01  
106   5   58  1.06e+01  2.30e+01  
106   5   59  1.06e+01  2.14e+01  
106   5   60  1.02e+01  1.78e+01  
106   5   61  9.46e+00  4.70e+00  
106   5   62  1.08e+01  3.99e+01  
106   5   63  1.01e+01  2.82e+01  
106   5   64  1.07e+01  5.17e+01  
106   6   1   1.04e+01  2.10e+01  
106   6   4   9.30e+00  2.95e+01  
106   6   5   9.81e+00  2.91e+01  
106   6   6   1.18e+01  1.38e+01  
106   6   7   1.07e+01  2.13e+01  
106   6   8   1.20e+01  -2.69e+01 
106   6   9   1.10e+01  4.08e+01  
106   6   10  1.00e+01  2.26e+01  
106   6   11  1.04e+01  2.50e+01  
106   6   12  1.12e+01  3.08e+01  
106   6   13  1.22e+01  -5.32e-01 
106   6   14  1.07e+01  2.17e+01  
106   6   15  9.50e+00  5.83e+01  
106   6   16  1.44e+01  -2.87e+01 
106   6   17  1.16e+01  1.91e+01  
106   6   18  1.16e+01  -4.50e+00 
106   6   19  1.15e+01  1.98e+01  
106   6   20  1.12e+01  -1.87e+00 
106   6   21  1.17e+01  3.39e+00  
106   6   22  1.07e+01  2.48e+01  
106   6   23  1.08e+01  4.37e+01  
106   6   24  1.13e+01  1.09e+01  
106   6   25  1.03e+01  6.74e+00  
106   6   27  1.00e+01  6.16e+01  
106   6   28  1.12e+01  4.17e+00  
106   6   29  1.08e+01  7.26e+00  
106   6   30  1.31e+01  -7.28e+01 
106   6   31  1.16e+01  8.30e+00  
106   6   32  1.22e+01  -2.22e+01 
106   6   33  1.20e+01  2.41e+01  
106   6   34  1.36e+01  -5.02e+01 
106   6   35  1.19e+01  2.29e+01  
106   6   36  1.04e+01  -4.95e+00 
106   6   37  1.11e+01  1.02e+01  
106   6   38  1.18e+01  -3.74e+01 
106   6   39  1.46e+01  -2.74e+01 
106   6   40  9.86e+00  1.19e+01  
106   6   41  1.09e+01  1.48e+01  
106   6   42  1.08e+01  -2.17e+00 
106   6   43  1.12e+01  -1.69e-01 
106   6   44  1.05e+01  2.51e+00  
106   6   45  1.18e+01  1.39e+01  
106   6   46  1.07e+01  -7.06e+02 
106   6   47  1.08e+01  5.51e+01  
106   6   48  1.03e+01  6.22e+00  
106   6   50  1.00e+01  9.11e+00  
106   6   51  1.17e+01  1.79e+01  
106   6   52  1.10e+01  1.98e+01  
106   6   53  1.04e+01  3.77e+01  
106   6   54  1.00e+01  2.50e+01  
106   6   55  1.07e+01  1.29e+01  
106   6   56  1.07e+01  3.33e+01  
106   6   57  1.31e+01  8.96e+00  
106   6   58  1.01e+01  3.13e+01  
106   6   59  9.90e+00  2.83e+01  
106   6   60  9.47e+00  1.08e+01  
106   6   61  9.58e+00  2.91e+01  
106   6   62  1.06e+01  2.16e+01  
106   6   63  1.06e+01  2.73e+01  
106   6   64  9.89e+00  2.89e+01  
106   7   1   9.92e+00  1.93e+01  
106   7   3   1.01e+01  3.13e+01  
106   7   4   8.15e+00  2.00e+01  
106   7   5   9.23e+00  1.83e+01  
106   7   6   1.07e+01  1.94e+01  
106   7   7   1.04e+01  2.83e+01  
106   7   8   6.76e+00  5.46e+00  
106   7   9   1.90e+01  -2.03e+02 
106   7   10  1.30e+01  9.02e+00  
106   7   11  1.03e+01  4.40e+00  
106   7   12  1.09e+01  2.70e+01  
106   7   13  1.04e+01  -1.34e+01 
106   7   14  1.10e+01  2.41e+01  
106   7   15  1.10e+01  -1.77e-01 
106   7   16  9.99e+00  -7.26e+02 
106   7   17  5.85e+00  -7.78e+00 
106   7   18  1.31e+01  -3.43e+01 
106   7   19  1.07e+01  -3.32e+00 
106   7   20  1.09e+01  -1.13e+01 
106   7   21  1.07e+01  -7.03e+00 
106   7   22  9.85e+00  4.87e+01  
106   7   23  9.92e+00  -4.70e+00 
106   7   24  1.13e+01  -4.86e+01 
106   7   25  1.01e+01  -1.85e+01 
106   7   26  1.11e+01  -4.54e+00 
106   7   27  8.91e+00  -8.44e+00 
106   7   28  1.01e+01  -3.49e+00 
106   7   29  9.52e+00  -5.86e-01 
106   7   30  1.05e+01  -1.70e+01 
106   7   31  9.69e+00  7.81e+00  
106   7   32  9.38e+00  7.24e+01  
106   7   34  1.02e+01  -7.12e+00 
106   7   35  9.31e+00  -7.47e+00 
106   7   36  1.04e+01  -5.55e+01 
106   7   37  9.13e+00  1.85e+01  
106   7   38  1.13e+01  -2.03e+01 
106   7   39  9.98e+00  -1.37e+01 
106   7   40  9.03e+00  6.19e+01  
106   7   41  1.74e+01  -1.87e+02 
106   7   42  1.04e+01  -9.87e+00 
106   7   43  1.05e+01  -1.61e+01 
106   7   44  1.02e+01  -3.38e+01 
106   7   45  8.93e+00  -8.70e+00 
106   7   46  1.01e+01  1.47e+01  
106   7   47  9.78e+00  4.15e+00  
106   7   48  1.05e+01  -3.21e+01 
106   7   49  8.82e+00  2.50e+01  
106   7   50  9.41e+00  -7.00e+00 
106   7   51  1.11e+01  -2.54e+01 
106   7   52  9.38e+00  -1.16e+01 
106   7   53  8.42e+00  -1.95e+00 
106   7   54  9.98e+00  2.75e+00  
106   7   55  7.99e+00  4.66e+01  
106   7   56  9.04e+00  1.91e+01  
106   7   57  9.31e+00  -1.39e+01 
106   7   58  9.09e+00  4.79e+00  
106   7   59  8.54e+00  -1.67e-02 
106   7   60  1.09e+01  -6.84e+01 
106   7   61  8.93e+00  4.83e+00  
106   7   62  8.52e+00  -1.57e+01 
107   0   1   1.40e+08  4.92e+11  
107   0   2   9.64e+00  6.99e+01  
107   0   3   9.09e+00  5.08e+01  
107   0   4   1.03e+01  2.10e+01  
107   0   5   1.04e+01  8.55e-02  
107   0   6   1.09e+01  2.88e+01  
107   0   7   1.08e+01  6.52e+01  
107   0   8   8.57e+00  4.11e+01  
107   0   9   9.78e+00  5.87e+01  
107   0   10  1.01e+01  5.04e+01  
107   0   11  1.04e+01  7.40e+00  
107   0   12  1.10e+01  1.37e+01  
107   0   13  8.96e+00  5.38e+01  
107   0   14  9.93e+00  9.76e+01  
107   0   15  1.13e+01  8.06e+00  
107   0   16  8.44e+00  8.81e+01  
107   0   17  9.08e+00  4.63e+01  
107   0   18  9.79e+00  8.16e+01  
107   0   19  1.06e+01  4.17e+01  
107   0   20  1.39e+01  4.87e+01  
107   0   21  9.95e+00  4.57e+01  
107   0   22  1.11e+01  4.45e+01  
107   0   23  8.38e+00  3.88e+01  
107   0   24  9.67e+00  5.98e+01  
107   0   25  9.33e+00  1.05e+02  
107   0   26  1.01e+01  6.73e+01  
107   0   27  9.99e+00  2.80e+01  
107   0   28  9.33e+00  8.86e+01  
107   0   29  9.45e+00  5.99e+01  
107   0   30  8.14e+00  1.32e+00  
107   0   31  1.25e+01  6.51e+01  
107   0   32  1.03e+01  5.99e+01  
107   0   33  1.00e+01  1.15e+01  
107   0   34  8.86e+00  1.51e+01  
107   0   36  1.32e+01  -9.60e+00 
107   0   37  1.89e+01  -1.62e+02 
107   0   38  1.40e+01  -5.29e+00 
107   0   39  1.02e+01  3.81e+01  
107   0   40  9.38e+00  9.24e+01  
107   0   41  8.66e+00  4.98e+01  
107   0   42  1.21e+01  4.92e+00  
107   0   43  7.71e+00  1.40e+02  
107   0   44  1.05e+01  5.33e+00  
107   0   45  1.17e+01  -9.60e+00 
107   0   46  7.91e+01  2.17e+03  
107   0   47  9.16e+00  3.61e+01  
107   0   48  1.03e+01  4.99e+01  
107   0   49  1.02e+01  2.06e+01  
107   0   50  1.08e+01  2.83e+01  
107   0   51  9.30e+00  2.98e+01  
107   0   52  6.45e+01  -2.10e+03 
107   0   53  2.28e+00  2.44e+01  
107   0   54  1.01e+01  5.12e+00  
107   0   55  8.55e+00  7.67e+01  
107   0   56  9.01e+00  1.24e+02  
107   0   57  8.74e+00  6.02e+01  
107   0   58  9.45e+00  3.46e+01  
107   0   59  8.64e+00  2.77e+01  
107   0   60  8.98e+00  1.02e+02  
107   0   61  9.43e+00  7.40e+01  
107   0   62  8.71e+00  6.47e+01  
107   0   63  8.62e+00  4.57e+01  
107   0   64  9.01e+00  6.92e+01  
107   1   1   8.96e+00  2.34e+01  
107   1   2   9.12e+00  3.37e+01  
107   1   3   9.49e+00  1.67e+01  
107   1   4   9.93e+00  3.16e+01  
107   1   5   1.02e+01  3.25e+01  
107   1   6   7.08e+00  1.42e+01  
107   1   7   1.12e+01  9.70e+01  
107   1   8   9.25e+00  2.35e+01  
107   1   9   9.24e+00  1.44e+01  
107   1   10  1.03e+01  4.12e+01  
107   1   11  1.07e+01  2.51e+01  
107   1   12  1.04e+01  3.38e+01  
107   1   13  1.00e+01  1.67e+01  
107   1   14  1.06e+01  1.11e+01  
107   1   16  9.78e+00  2.28e+01  
107   1   17  9.64e+00  1.50e+01  
107   1   18  7.95e+00  1.66e+01  
107   1   19  9.44e+00  1.68e+01  
107   1   20  1.02e+01  2.42e+01  
107   1   21  8.82e+00  1.03e+01  
107   1   22  1.05e+01  -2.94e+00 
107   1   23  9.25e+00  1.52e+00  
107   1   24  1.14e+01  3.64e+01  
107   1   25  1.10e+01  1.08e+01  
107   1   26  1.33e+01  -1.64e+01 
107   1   27  9.73e+00  2.12e+01  
107   1   28  1.06e+01  -4.35e+00 
107   1   29  1.37e+01  4.80e-01  
107   1   30  1.21e+01  1.09e+01  
107   1   31  1.25e+01  -3.50e+00 
107   1   32  1.33e+01  1.66e+01  
107   1   33  1.13e+01  6.14e+00  
107   1   34  9.69e+00  1.91e+01  
107   1   35  1.10e+01  2.25e+01  
107   1   36  9.07e+00  1.72e+01  
107   1   37  1.07e+01  2.18e+01  
107   1   38  1.05e+01  1.24e+01  
107   1   39  1.03e+01  1.48e+01  
107   1   40  1.02e+01  7.50e+01  
107   1   41  1.05e+01  2.25e+01  
107   1   42  1.05e+01  1.80e+01  
107   1   43  1.06e+01  2.30e+01  
107   1   44  1.13e+01  3.16e+01  
107   1   45  8.75e+00  2.53e+01  
107   1   46  9.31e+00  5.93e+00  
107   1   47  1.02e+01  2.79e+01  
107   1   48  1.08e+01  2.16e+01  
107   1   49  1.35e+01  2.40e+01  
107   1   50  9.59e+00  2.38e+01  
107   1   51  1.15e+01  3.90e+01  
107   1   52  9.67e+00  3.43e+01  
107   1   53  1.32e+01  5.25e+01  
107   1   54  1.05e+01  3.61e+01  
107   1   55  1.08e+01  3.27e+01  
107   1   56  4.43e+00  -1.58e+01 
107   1   57  9.92e+00  1.60e+01  
107   1   58  1.02e+01  4.55e+01  
107   1   59  1.01e+01  4.12e+01  
107   1   60  7.37e+00  -2.57e+00 
107   1   61  9.20e+00  3.75e+01  
107   1   62  9.89e+00  5.49e+01  
107   1   63  9.80e+00  4.95e+01  
107   1   64  8.89e+00  6.18e+01  
107   2   1   1.04e+01  3.66e+01  
107   2   2   1.04e+01  4.44e+01  
107   2   3   1.09e+01  5.01e+01  
107   2   4   1.11e+01  1.62e+02  
107   2   5   1.06e+01  3.68e+01  
107   2   6   1.09e+01  5.43e+01  
107   2   7   1.13e+01  4.32e+01  
107   2   8   1.16e+01  4.19e+01  
107   2   9   1.27e+01  4.53e+01  
107   2   10  1.04e+01  -3.51e+01 
107   2   11  1.03e+01  6.08e+01  
107   2   12  1.21e+01  3.26e+01  
107   2   13  1.05e+01  3.64e+01  
107   2   14  1.10e+01  3.23e+01  
107   2   15  1.22e+01  4.38e+01  
107   2   16  1.06e+01  2.92e+01  
107   2   17  1.12e+01  5.79e+01  
107   2   18  1.23e+01  5.76e+01  
107   2   19  1.43e+01  3.66e+01  
107   2   20  1.15e+01  4.37e+01  
107   2   21  1.22e+01  3.43e+01  
107   2   22  1.15e+01  4.47e+01  
107   2   23  1.21e+01  3.04e+01  
107   2   24  1.08e+01  4.70e+01  
107   2   25  1.11e+01  4.20e+01  
107   2   26  1.25e+01  4.14e+01  
107   2   27  1.17e+01  -7.57e+02 
107   2   28  1.34e+01  4.22e+01  
107   2   29  1.09e+01  -7.12e+02 
107   2   30  1.46e+01  1.00e+01  
107   2   31  1.26e+01  2.53e+01  
107   2   32  1.32e+04  -2.32e+06 
107   2   33  1.31e+01  3.50e+01  
107   2   34  1.26e+01  6.47e+01  
107   2   35  1.22e+01  7.11e+01  
107   2   36  1.15e+01  -7.58e+02 
107   2   37  1.20e+01  5.18e+01  
107   2   38  1.14e+01  2.26e+01  
107   2   39  1.20e+01  3.40e+01  
107   2   40  1.23e+01  3.54e+01  
107   2   41  1.04e+01  5.62e+01  
107   2   42  1.16e+01  3.26e+01  
107   2   43  1.13e+01  5.74e+01  
107   2   44  1.46e+01  5.66e+01  
107   2   45  1.24e+01  5.74e+01  
107   2   46  1.13e+01  3.75e+01  
107   2   47  1.24e+01  4.78e+01  
107   2   48  1.14e+01  4.98e+01  
107   2   49  1.30e+01  3.86e+01  
107   2   50  1.06e+01  7.73e+01  
107   2   51  1.31e+01  4.23e+01  
107   2   52  1.19e+01  5.95e+01  
107   2   53  1.24e+01  7.79e+01  
107   2   54  1.16e+01  5.88e+01  
107   2   55  1.17e+01  3.66e+01  
107   2   56  1.29e+01  5.66e+01  
107   2   57  1.09e+01  6.13e+01  
107   2   58  1.18e+01  7.32e+01  
107   2   59  1.15e+01  4.14e+01  
107   2   60  1.17e+01  6.66e+01  
107   2   62  1.20e+01  6.60e+01  
107   2   63  1.20e+01  5.37e+01  
107   2   64  1.16e+01  7.31e+01  
107   3   4   1.09e+01  5.68e+00  
107   3   5   1.11e+01  6.04e+00  
107   3   6   8.18e+00  -1.48e+01 
107   3   7   1.15e+01  9.49e-01  
107   3   8   1.06e+01  1.57e+00  
107   3   9   1.21e+01  -2.42e+01 
107   3   10  1.05e+01  -1.75e+01 
107   3   11  1.13e+01  1.75e-01  
107   3   12  1.01e+01  1.10e+01  
107   3   13  1.14e+01  1.40e-01  
107   3   14  1.04e+01  -1.33e+01 
107   3   15  1.11e+01  -9.77e+00 
107   3   16  1.20e+01  -3.09e+01 
107   3   17  1.25e+01  -1.95e+01 
107   3   18  1.18e+01  -4.75e+00 
107   3   19  1.18e+01  -1.83e+01 
107   3   20  1.36e+01  -4.75e+01 
107   3   21  1.23e+01  -4.14e+01 
107   3   22  1.49e+01  -6.68e+01 
107   3   23  1.05e+01  -2.48e+01 
107   3   24  1.11e+01  -1.38e+01 
107   3   25  1.06e+01  -3.26e+01 
107   3   26  1.28e+01  -4.61e+01 
107   3   27  1.00e+01  -1.76e+00 
107   3   28  1.18e+01  -2.45e+00 
107   3   29  1.14e+01  -2.05e+01 
107   3   30  1.06e+01  -2.19e+01 
107   3   31  1.16e+01  -6.52e+00 
107   3   32  1.37e+01  -7.51e+01 
107   3   33  1.48e+01  -2.05e+01 
107   3   34  1.10e+01  -1.83e+01 
107   3   35  1.08e+01  -2.21e+01 
107   3   36  1.19e+01  -2.36e+01 
107   3   37  1.18e+01  -1.84e+01 
107   3   38  8.07e+00  -4.98e+01 
107   3   39  1.19e+01  -2.11e+01 
107   3   40  9.52e+00  -7.15e+02 
107   3   41  1.23e+01  -3.55e+01 
107   3   42  1.14e+01  -1.77e+01 
107   3   43  1.04e+01  -3.29e+01 
107   3   44  1.06e+01  -1.64e+01 
107   3   45  1.06e+01  -2.10e+01 
107   3   46  1.07e+01  1.18e+01  
107   3   47  1.08e+01  -1.38e+01 
107   3   48  1.06e+01  -1.58e+01 
107   3   49  9.97e+00  -1.77e+01 
107   3   50  1.02e+01  -1.29e+01 
107   3   51  1.14e+01  -2.91e+01 
107   3   52  9.59e+00  -1.11e+01 
107   3   53  1.12e+01  -4.61e+01 
107   3   54  8.66e+00  -9.71e+00 
107   3   56  1.04e+01  -8.90e+00 
107   3   57  1.06e+01  -1.27e+01 
107   3   58  1.03e+01  2.20e+00  
107   3   59  6.71e+00  -7.31e-01 
107   3   60  9.58e+00  -6.52e+00 
107   3   61  1.13e+01  1.94e+00  
107   3   62  1.02e+01  -2.83e+01 
107   3   64  9.21e+00  3.13e+00  
107   4   1   1.03e+01  3.11e+01  
107   4   2   1.03e+01  1.41e+01  
107   4   3   9.37e+00  9.29e+00  
107   4   4   1.03e+01  3.64e+01  
107   4   5   9.55e+00  1.37e+01  
107   4   6   7.49e+00  -1.24e+02 
107   4   7   1.11e+01  -2.16e+01 
107   4   8   1.05e+01  1.01e+01  
107   4   9   1.02e+01  1.03e+01  
107   4   10  1.05e+01  1.43e+01  
107   4   11  5.92e-01  2.01e+02  
107   4   12  1.10e+01  8.37e+00  
107   4   13  1.03e+01  1.11e+01  
107   4   14  9.97e+00  2.62e+00  
107   4   15  1.10e+01  2.17e+01  
107   4   16  1.10e+01  9.40e+00  
107   4   17  1.15e+01  -1.07e+01 
107   4   18  1.04e+01  6.51e+00  
107   4   19  1.01e+01  2.91e+00  
107   4   20  9.86e+00  2.89e+01  
107   4   21  1.08e+01  -1.93e+01 
107   4   22  1.01e+01  -4.51e+00 
107   4   23  1.02e+01  1.35e+00  
107   4   24  1.33e+01  -2.65e+01 
107   4   25  1.07e+01  -1.12e+01 
107   4   26  1.09e+01  2.94e+00  
107   4   27  1.04e+01  1.69e+01  
107   4   28  1.23e+01  1.13e+01  
107   4   29  1.45e+01  -3.48e+01 
107   4   30  1.03e+01  -1.32e+01 
107   4   31  1.05e+01  -5.26e+00 
107   4   32  1.13e+01  7.23e-02  
107   4   33  1.02e+01  -1.85e+01 
107   4   34  1.07e+01  -2.52e+00 
107   4   35  1.23e+01  -3.83e-01 
107   4   36  1.07e+01  -2.69e+00 
107   4   37  1.09e+01  7.48e+00  
107   4   38  1.10e+01  -3.43e+01 
107   4   39  1.10e+01  -4.67e+00 
107   4   40  9.59e+00  3.78e-02  
107   4   41  1.10e+01  -3.82e+01 
107   4   42  1.14e+01  3.58e+00  
107   4   43  9.65e+00  2.79e+01  
107   4   44  1.03e+01  4.48e+00  
107   4   45  9.73e+00  -4.94e+00 
107   4   46  1.09e+01  1.40e+01  
107   4   47  1.11e+01  2.78e-01  
107   4   48  1.14e+01  -1.03e+01 
107   4   49  1.12e+01  2.99e+00  
107   4   50  1.10e+01  2.13e+01  
107   4   51  1.08e+01  1.07e+01  
107   4   52  9.91e+00  5.63e+00  
107   4   53  1.04e+01  9.17e+00  
107   4   54  1.14e+01  1.16e+01  
107   4   55  1.03e+01  1.06e+01  
107   4   56  1.05e+01  2.14e+01  
107   4   57  1.13e+01  1.00e+01  
107   4   58  1.06e+01  2.41e+01  
107   4   59  1.11e+01  2.24e+01  
107   4   60  1.10e+01  2.39e+00  
107   4   61  1.11e+01  -8.36e+00 
107   4   62  1.02e+01  2.49e+01  
107   4   63  1.10e+01  -1.24e+01 
107   4   64  1.09e+01  3.91e+00  
107   5   2   9.95e+00  1.78e+01  
107   5   3   1.09e+01  3.15e+01  
107   5   4   1.07e+01  2.72e+01  
107   5   5   9.90e+00  2.25e+01  
107   5   6   1.02e+01  2.49e+01  
107   5   7   1.01e+01  2.51e+01  
107   5   8   1.07e+01  1.93e+01  
107   5   9   9.00e+00  1.39e+01  
107   5   10  1.12e+01  2.18e+01  
107   5   11  1.08e+01  2.49e+01  
107   5   12  1.11e+01  3.25e+01  
107   5   13  1.11e+01  1.43e+01  
107   5   14  1.16e+01  2.29e+01  
107   5   15  1.08e+01  1.71e+01  
107   5   16  1.16e+01  3.21e+01  
107   5   17  1.16e+01  2.97e+01  
107   5   18  1.10e+01  2.44e+01  
107   5   19  1.08e+01  1.62e+01  
107   5   20  1.06e+01  -1.98e+00 
107   5   21  1.05e+01  3.20e+01  
107   5   23  1.07e+01  1.12e+01  
107   5   24  1.07e+01  1.57e+01  
107   5   25  1.14e+01  -5.18e+00 
107   5   26  1.06e+01  1.02e+00  
107   5   27  1.03e+01  3.03e+00  
107   5   28  8.48e+00  2.79e+01  
107   5   30  1.06e+01  8.23e+00  
107   5   31  1.09e+01  6.76e+00  
107   5   32  1.01e+01  1.42e+01  
107   5   33  1.09e+01  1.26e+01  
107   5   35  1.11e+01  4.10e+01  
107   5   36  1.09e+01  1.70e+01  
107   5   37  1.12e+01  1.91e+01  
107   5   38  1.13e+01  6.53e+00  
107   5   39  1.10e+01  1.56e+01  
107   5   40  1.04e+01  1.76e+01  
107   5   42  1.06e+01  6.65e-01  
107   5   43  1.12e+01  4.69e+01  
107   5   44  1.13e+01  1.47e+01  
107   5   45  1.05e+01  1.45e+01  
107   5   46  1.19e+01  2.81e+01  
107   5   47  1.13e+01  2.15e+01  
107   5   48  1.24e+01  1.93e+01  
107   5   49  1.13e+01  2.93e+00  
107   5   50  1.11e+01  9.34e+00  
107   5   52  1.13e+01  2.12e+01  
107   5   54  1.02e+01  1.80e+01  
107   5   55  1.06e+01  1.07e+01  
107   5   56  1.04e+01  -5.94e+02 
107   5   58  9.81e+00  1.43e+01  
107   5   59  9.53e+00  3.04e+01  
107   5   61  9.86e+00  1.89e+01  
107   5   62  1.02e+01  3.48e+01  
107   5   63  1.03e+01  3.71e+01  
107   5   64  9.88e+00  4.05e+01  
107   6   1   1.03e+01  -6.74e+00 
107   6   2   1.04e+01  -7.45e+00 
107   6   3   1.15e+01  -4.04e+01 
107   6   4   1.16e+01  -2.63e+01 
107   6   5   1.08e+01  -1.63e+01 
107   6   6   1.04e+01  8.63e+00  
107   6   7   1.04e+01  -1.89e+01 
107   6   8   1.10e+01  -3.79e+01 
107   6   9   1.07e+01  -1.53e+01 
107   6   10  1.15e+01  -5.38e+01 
107   6   11  1.11e+01  -3.65e+01 
107   6   12  1.12e+01  -3.33e+01 
107   6   13  9.68e+00  5.42e+01  
107   6   14  1.10e+01  -3.24e+01 
107   6   15  9.81e+00  -3.22e+01 
107   6   16  9.90e+00  5.83e+00  
107   6   17  1.10e+01  -4.45e+01 
107   6   18  1.09e+01  -4.06e+01 
107   6   19  1.10e+01  -2.65e+01 
107   6   20  1.39e+01  -9.21e+01 
107   6   21  1.07e+01  -3.27e+01 
107   6   22  1.10e+01  -3.95e+01 
107   6   23  1.19e+01  -4.66e+01 
107   6   24  9.36e+00  -3.26e+01 
107   6   25  1.15e+01  -3.17e+01 
107   6   26  1.08e+01  4.27e+00  
107   6   28  1.11e+01  6.61e-01  
107   6   29  1.18e+01  -5.68e+01 
107   6   30  1.27e+01  -8.13e+01 
107   6   31  1.38e+01  -9.23e+01 
107   6   32  1.03e+01  -3.94e+01 
107   6   33  1.13e+01  -6.62e+01 
107   6   34  1.46e+01  -1.32e+02 
107   6   35  1.35e+01  -9.14e+01 
107   6   36  1.62e+01  -1.86e+02 
107   6   37  1.29e+01  -1.10e+02 
107   6   38  1.31e+01  -1.17e+02 
107   6   39  1.09e+01  -2.15e+01 
107   6   40  1.34e+01  -9.15e+01 
107   6   41  1.23e+01  -9.20e+01 
107   6   42  1.14e+01  -4.26e+01 
107   6   43  1.01e+01  -4.21e+01 
107   6   44  1.42e+01  -1.50e+02 
107   6   45  1.05e+01  -4.10e+01 
107   6   46  1.08e+01  -2.16e+01 
107   6   47  1.23e+01  -4.99e+01 
107   6   48  1.53e+01  -1.23e+02 
107   6   49  1.04e+01  -2.65e+01 
107   6   50  1.13e+01  -2.85e+01 
107   6   51  1.17e+01  -5.56e+01 
107   6   52  9.67e+00  -3.40e+01 
107   6   53  1.04e+01  -3.97e+01 
107   6   54  1.01e+01  -2.94e+01 
107   6   55  1.12e+01  -3.62e+01 
107   6   56  1.16e+01  -3.20e+01 
107   6   57  9.99e+00  -1.85e+01 
107   6   58  1.13e+01  -3.01e+01 
107   6   59  1.09e+01  -2.27e+01 
107   6   60  1.00e+01  -4.01e+00 
107   6   61  1.10e+01  -4.10e+00 
107   6   62  9.94e+00  -3.76e+00 
107   6   63  1.76e+00  9.85e+01  
107   6   64  1.09e+01  -2.93e+01 
107   7   1   1.07e+01  8.18e+00  
107   7   2   1.12e+01  7.06e+00  
107   7   3   1.09e+01  1.76e+01  
107   7   4   9.74e+00  -3.97e+00 
107   7   5   1.04e+01  8.89e+00  
107   7   6   1.09e+01  1.45e+01  
107   7   7   1.09e+01  -6.72e+00 
107   7   8   1.10e+01  2.13e+01  
107   7   9   1.10e+01  1.68e+01  
107   7   10  1.07e+01  -7.56e+00 
107   7   11  1.10e+01  -4.35e+00 
107   7   12  9.71e+00  -2.04e+00 
107   7   13  1.15e+01  -2.50e+00 
107   7   14  1.06e+01  2.05e+00  
107   7   15  1.16e+01  -7.39e+00 
107   7   16  1.08e+01  -3.00e+00 
107   7   17  1.11e+01  -8.48e+00 
107   7   18  1.01e+01  -1.54e+01 
107   7   19  1.27e+01  -6.02e+00 
107   7   20  1.35e+01  -1.98e+01 
107   7   21  1.25e+01  -2.54e+01 
107   7   22  1.17e+01  -6.60e+00 
107   7   23  1.31e+01  -7.15e+01 
107   7   24  1.49e+01  -7.43e+01 
107   7   25  1.24e+01  -2.97e+01 
107   7   26  1.20e+01  -7.59e+00 
107   7   27  1.17e+01  -2.42e+01 
107   7   28  1.39e+01  -6.10e+01 
107   7   29  1.34e+01  -3.51e+01 
107   7   30  1.04e+01  -7.68e+00 
107   7   31  1.04e+01  -2.41e+01 
107   7   32  1.24e+01  -1.31e+01 
107   7   33  1.27e+01  -4.93e+01 
107   7   34  1.32e+01  -6.88e+01 
107   7   35  1.28e+01  -4.91e+01 
107   7   36  1.41e+01  -8.09e+01 
107   7   37  1.84e+01  -1.37e+02 
107   7   38  1.41e+01  -6.00e+01 
107   7   39  1.20e+01  -1.68e+01 
107   7   40  1.32e+01  -3.88e+01 
107   7   41  1.13e+01  -1.94e+01 
107   7   42  1.01e+01  -2.26e+01 
107   7   43  1.13e+01  -3.04e+01 
107   7   44  9.76e+00  -1.88e+00 
107   7   45  1.17e+01  -8.16e+00 
107   7   46  9.90e+00  -7.22e+00 
107   7   47  1.30e+01  -7.00e+01 
107   7   48  1.05e+01  -4.87e+00 
107   7   49  1.03e+01  9.59e-01  
107   7   50  9.67e+00  -1.40e+01 
107   7   51  1.01e+01  7.19e+00  
107   7   52  9.62e+00  -2.41e+00 
107   7   53  1.03e+01  -5.24e+00 
107   7   54  1.07e+01  -5.00e+00 
107   7   55  1.03e+01  2.03e+01  
107   7   56  1.12e+01  -1.15e+01 
107   7   57  9.83e+00  1.26e+01  
107   7   58  1.06e+01  2.08e+01  
107   7   59  9.70e+00  4.04e-01  
107   7   60  9.43e+00  2.46e+01  
107   7   61  1.07e+01  1.05e+00  
107   7   62  9.56e+00  -3.83e+01 
107   7   63  9.31e+00  1.47e+01  
107   7   64  9.86e+00  1.82e+01  
111   0   1   8.99e+00  2.50e+01  
111   0   2   8.99e+00  2.78e+01  
111   0   3   8.57e+00  2.21e+01  
111   0   4   8.93e+00  3.02e+01  
111   0   5   9.26e+00  2.09e+01  
111   0   6   9.00e+00  2.68e+01  
111   0   7   9.89e+00  3.64e+01  
111   0   8   9.58e+00  3.07e+01  
111   0   9   9.43e+00  3.02e+01  
111   0   10  9.38e+00  2.91e+01  
111   0   11  9.47e+00  3.09e+01  
111   0   12  9.46e+00  2.01e+01  
111   0   13  9.92e+00  3.69e+01  
111   0   14  9.09e+00  4.17e+01  
111   0   15  9.64e+00  3.39e+01  
111   0   16  9.24e+00  1.82e+01  
111   0   17  9.60e+00  2.16e+01  
111   0   18  1.03e+01  1.96e+01  
111   0   19  1.08e+01  3.62e+01  
111   0   20  1.00e+01  3.04e+01  
111   0   21  9.89e+00  1.63e+01  
111   0   22  8.50e+00  1.53e+01  
111   0   23  8.36e+00  1.02e+01  
111   0   24  9.67e+00  3.49e+01  
111   0   25  9.58e+00  2.02e+01  
111   0   26  9.48e+00  3.00e+01  
111   0   27  1.04e+01  2.36e+01  
111   0   28  9.73e+00  1.94e+01  
111   0   29  8.82e+00  2.92e+01  
